,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Sweden Selects U13,WSI U13,206617,5,3,4,9,4,8,,,,,,,,,,,,,,,,,
0,20152016,Djurgårdens IF U16,U16 Div.1,27324,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20162017,Djurgårdens IF U16,U16 Div.1,27324,13,12,8,23,8,25,,,,,,,,,,,,,,,,,
0,20162017,Djurgårdens IF U16,U16 SM,27327,7,1,4,8,4,8,,,,,,,,,,,,,,,,,
0,20172018,Djurgårdens IF J18,J18 Region,7088,16,6,8,19,8,22,12.0,,,,,,,,,,,,,,,,
0,20172018,Djurgårdens IF J18,J18 Nationell,7848,10,3,10,17,10,13,9.0,,,,,,,,,,,,,,,,
0,20172018,Djurgårdens IF U16,U16 Div.1,27324,4,3,0,3,0,7,,,,,,,,,,,,,,,,,
0,20172018,Djurgårdens IF U16,U16 SM,27327,9,3,4,7,4,12,,,,,,,,,,,,,,,,,
0,20172018,Stockholm Syd,TV-Pucken,135376,8,0,4,6,4,8,,,,,,,,,,,,,,,,,
0,20182019,Djurgårdens IF J18,J18 Region,7088,5,4,4,13,4,9,7.0,,,,,,,,,,,,,,,,
0,20182019,Djurgårdens IF J20,J20 Nationell,7229,2,1,6,13,6,3,-3.0,,,,,,,,,,,,,,,,
0,20182019,Djurgårdens IF J18,J18 Nationell,7848,7,6,4,13,4,13,5.0,,,,,,,,,,,,,,,,
0,20192020,Djurgårdens IF,Champions HL,142,0,0,2,2,2,0,-2.0,,,,,,,,,,,,,,,,
0,20192020,Djurgårdens IF,SHL,829,2,0,4,20,4,2,-2.0,,,,,,,,,,,,,,,,
0,20192020,Djurgårdens IF J18,J18 Region,7088,3,0,0,1,0,3,1.0,,,,,,,,,,,,,,,,
0,20192020,Djurgårdens IF J20,J20 Nationell,7229,24,12,22,31,22,36,16.0,,,,,,,,,,,,,,,,
0,20192020,Djurgårdens IF J18,J18 Nationell,7848,0,0,2,1,2,0,-1.0,,,,,,,,,,,,,,,,
0,20192020,Sweden U18,Hlinka Gretzky Cup,158290,4,1,2,5,2,5,3.0,,,,,,,,,,,,,,,,
0,20202021,Djurgårdens IF,SHL,829,12,11,2,40,2,23,-2.0,,,,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,4,0,2,9,2,4,-3.0,128:57,8.0,4.0,0.0,3.0,20:15,108:28,37.5,0.0,0.0,0.0,0.0,0.0,00:14,4.0,170.0
0,20212022,Djurgårdens IF,SHL,829,13,1,4,29,4,14,-7.0,,,,,,,,,,,,,,,,
