,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Shattuck St. Mary's Bantam T1,Bantam,91025,46,12,40,61,40,0.0,58,,,,,,,,,,,,,,,,
0,20112012,Shattuck St. Mary's Bantam T1,Bantam,91025,74,52,92,60,92,0.0,126,,,,,,,,,,,,,,,,
0,20122013,Shattuck U16,High-MN,1,39,23,96,46,96,,62,,,,,,,,,,,,,,,,
0,20132014,USNTDP,USHL,1,16,10,61,33,61,-6.0,26,77.0,3.0,13.0,0.0,0.0,,,,,,,,,,,
0,20132014,USNTDP,U-17,2,9,6,55,19,55,,15,,,,,,,,,,,,,,,,
0,20142015,USNTDP,USHL,1,15,5,16,22,16,15.0,20,36.0,1.0,13.9,1.0,0.0,,,,,,,,,,,
0,20142015,USNTDP,U-18,2,19,4,34,31,34,,23,,,,,,,,,,,,,,,,
0,20152016,Boston University,H-East,1,21,5,58,39,58,14.0,26,80.0,1.0,6.3,1.0,1.0,,,,,,,,,,,
0,20152016,Boston Univ.,NCAA,6890,21,5,58,39,58,14.0,26,,,,,,,,,,,,,,,,
0,20162017,Boston Univ.,NCAA,6890,21,10,82,37,82,11.0,31,,,,,,,,,,,,,,,,
0,20162017,USA,WC,17215,0,0,0,8,0,0.0,0,,,,,,,,,,,,,,,,
0,20162017,USA U20,WJC-20,17276,5,3,2,7,2,3.0,8,,,,,,,,,,,,,,,,
0,20172018,Minnesota Wild,National Hockey League,1,1,0,0,6,0,0.0,1,4.0,0.0,0.0,0.0,0.0,68:39,5.0,0.0,00:50,67:30,0.0,0.0,0.0,00:19,3.0,90.0
0,20172018,Boston Univ.,NCAA,6890,22,13,52,36,52,9.0,35,,,,,,,,,,,,,,,,
0,20172018,USA,OG,16972,0,1,10,5,10,-2.0,1,,,,,,,,,,,,,,,,
0,20182019,Minnesota Wild,National Hockey League,1,12,12,29,81,29,-12.0,24,109.0,0.0,11.01,0.0,0.0,1103:55,57.0,0.0,53:23,1048:23,38.27,0.0,0.0,02:09,40.0,1448.0
0,20182019,Iowa Wild,AHL,149087,3,3,0,5,0,2.0,6,,,,,,,,,,,,,,,,
0,20192020,Minnesota Wild,National Hockey League,1,20,8,54,67,54,2.0,28,93.0,0.0,8.6,1.0,0.0,948:49,95.0,3.0,20:27,869:24,55.56,0.0,0.0,58:58,44.0,1250.0
0,20202021,Minnesota Wild,National Hockey League,1,26,6,49,56,49,5.0,32,80.0,0.0,7.5,0.0,0.0,884:30,87.0,1.0,27:57,792:51,48.48,0.0,0.0,63:42,28.0,1073.0
0,20212022,Minnesota Wild,National Hockey League,1,17,10,69,62,69,26.0,27,110.0,1.0,9.1,3.0,0.0,902:52,155.0,2.0,44:11,791:39,36.73,0.0,0.0,67:02,31.0,1146.0
