,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20082009,Detroit Red Wings,Brick Invitational,128776,3,6,4,5,4,9,
0,20122013,Shattuck St. Mary's Bantam T1,Bantam,91025,24,16,18,61,18,40,
0,20132014,Shattuck St. Mary's Bantam T1,Bantam,91025,69,40,14,65,14,109,
0,20142015,Shattuck St. Mary's U16,Midget,107221,68,22,24,55,24,90,
0,20152016,U.S. National U17 Team,USDP,19734,9,7,24,32,24,16,0.0
0,20152016,USNTDP Juniors,USHL,52486,3,5,20,20,20,8,-12.0
0,20152016,USA U17,WHC-17,61270,1,1,2,5,2,2,
0,20162017,U.S. National U18 Team,USDP,19564,2,0,2,9,2,2,-4.0
0,20162017,USNTDP Juniors,USHL,52486,1,0,0,2,0,1,0.0
0,20172018,Boston College,NCAA,9670,19,12,16,37,16,31,10.0
0,20182019,Boston College,NCAA,9670,20,6,10,36,10,26,-7.0
0,20192020,Boston College,NCAA,9670,14,19,16,30,16,33,17.0
0,20202021,Boston College,NCAA,9670,7,4,10,11,10,11,11.0
0,20212022,Charlotte Checkers,AHL,2357,28,10,34,71,34,38,12.0
