,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Toronto Pro Hockey,Brick Invitational,128756,1,2,0,5,0,3,,,,,,,,,,,,,,,,,
0,20142015,St. Michael's Buzzers,OJHL,19007,0,0,10,1,10,0,,,,,,,,,,,,,,,,,
0,20142015,Toronto Marlboros Mn Mdgt AAA,GTMMHL,82393,31,13,16,74,16,44,,,,,,,,,,,,,,,,,
0,20152016,U.S. National U17 Team,USDP,19734,17,7,24,57,24,24,,,,,,,,,,,,,,,,,
0,20152016,USNTDP Juniors,USHL,52486,7,4,10,34,10,11,-12.0,,,,,,,,,,,,,,,,
0,20152016,USA U17,WHC-17,61270,5,1,6,5,6,6,,,,,,,,,,,,,,,,,
0,20162017,USA U18,WJC-18,17253,4,1,4,7,4,5,6.0,,,,,,,,,,,,,,,,
0,20162017,U.S. National U18 Team,USDP,19564,43,10,30,65,30,53,,,,,,,,,,,,,,,,,
0,20162017,USNTDP Juniors,USHL,52486,22,4,10,26,10,26,-1.0,,,,,,,,,,,,,,,,
0,20172018,Univ. of Michigan,NCAA,8590,24,5,26,37,26,29,14.0,,,,,,,,,,,,,,,,
0,20172018,USA,WC,17215,2,0,2,10,2,2,4.0,,,,,,,,,,,,,,,,
0,20172018,USA U20,WJC-20,17276,3,0,6,7,6,3,1.0,,,,,,,,,,,,,,,,
0,20182019,Vancouver Canucks,National Hockey League,1,3,0,2,5,2,3,0.0,90:24,6.0,1.0,0.0,2.0,06:24,84:00,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,109.0
0,20182019,Univ. of Michigan,NCAA,8590,28,5,16,32,16,33,-2.0,,,,,,,,,,,,,,,,
0,20182019,USA,WC,17215,3,0,0,8,0,3,7.0,,,,,,,,,,,,,,,,
0,20182019,USA U20,WJC-20,17276,2,0,2,7,2,2,3.0,,,,,,,,,,,,,,,,
0,20192020,Vancouver Canucks,National Hockey League,1,45,8,22,68,22,53,-10.0,1488:09,126.0,7.0,3.0,25.0,258:41,1226:20,0.0,6.3,2.0,1.0,0.0,0.0,03:08,46.0,1625.0
0,20202021,Vancouver Canucks,National Hockey League,1,38,3,22,56,22,41,-24.0,1277:03,98.0,18.0,0.0,19.0,205:26,1068:29,0.0,3.1,0.0,0.0,0.0,0.0,03:08,43.0,1303.0
0,20212022,Vancouver Canucks,National Hockey League,1,60,8,28,76,28,68,10.0,1919:07,150.0,19.0,0.0,31.0,264:35,1563:00,0.0,5.3,1.0,1.0,0.0,2.0,91:32,56.0,2113.0
