,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,BK Havlickuv Brod U16,Czech U16,83180,5,2,10,25,10,-7.0,7,,,,,,,,,,,,,,,,
0,20102011,BK Havlickuv Brod U18,Czech U18,40782,3,3,2,14,2,1.0,6,,,,,,,,,,,,,,,,
0,20102011,BK Havlickuv Brod U16,Czech U16,83180,12,13,40,20,40,4.0,25,,,,,,,,,,,,,,,,
0,20112012,BK Havlickuv Brod U18,Czech U18,40782,2,4,6,11,6,-7.0,6,,,,,,,,,,,,,,,,
0,20112012,BK Havlickuv Brod U16,Czech U16,83180,6,10,8,12,8,1.0,16,,,,,,,,,,,,,,,,
0,20122013,HC Kometa Brno U18,Czech U18,40612,10,14,40,40,40,18.0,24,,,,,,,,,,,,,,,,
0,20132014,HC Kometa Brno U20,Czech U20,34145,5,3,4,11,4,6.0,8,,,,,,,,,,,,,,,,
0,20132014,HC Kometa Brno U18,Czech U18,40612,9,12,40,26,40,12.0,21,,,,,,,,,,,,,,,,
0,20132014,Czech Republic U19,WJAC-19,113792,0,1,2,4,2,,1,,,,,,,,,,,,,,,,
0,20142015,HC Kometa Brno,Czech,12046,1,0,10,10,10,0.0,1,,,,,,,,,,,,,,,,
0,20142015,HC Kometa Brno U20,Czech U20,34145,18,14,42,43,42,30.0,32,,,,,,,,,,,,,,,,
0,20152016,HC Kometa Brno,Czechia,13876,2,2,4,25,4,-4.0,4,,,,,,,,,,,,,,,,
0,20152016,SK Horacka Slavia Trebic,Czechia2,15160,5,6,10,33,10,-4.0,11,,,,,,,,,,,,,,,,
0,20162017,HC Kometa Brno,Czechia,13876,0,2,4,14,4,-2.0,2,,,,,,,,,,,,,,,,
0,20162017,SK Horacka Slavia Trebic,Czechia2,15160,6,8,18,34,18,-10.0,14,,,,,,,,,,,,,,,,
0,20172018,HC Kometa Brno,Champions HL,12012,0,0,0,7,0,-3.0,0,,,,,,,,,,,,,,,,
0,20172018,HC Kometa Brno,Czechia,13876,6,8,14,30,14,12.0,14,,,,,,,,,,,,,,,,
0,20172018,SK Horacka Slavia Trebic,Czechia2,15160,6,6,18,21,18,1.0,12,,,,,,,,,,,,,,,,
0,20182019,BK Mlada Boleslav,Czechia,8966,1,5,4,13,4,1.0,6,,,,,,,,,,,,,,,,
0,20182019,HC Kometa Brno,Champions HL,12012,3,0,8,10,8,-4.0,3,,,,,,,,,,,,,,,,
0,20182019,HC Kometa Brno,Czechia,13876,5,1,12,35,12,0.0,6,,,,,,,,,,,,,,,,
0,20182019,SK Horacka Slavia Trebic,Czechia2,15160,3,0,0,5,0,0.0,3,,,,,,,,,,,,,,,,
0,20182019,Czechia,EHT,68526,0,1,0,6,0,-3.0,1,,,,,,,,,,,,,,,,
0,20192020,BK Mlada Boleslav,Czechia,8966,12,10,10,46,10,4.0,22,,,,,,,,,,,,,,,,
0,20192020,Czechia,EHT,68526,3,0,2,9,2,6.0,3,,,,,,,,,,,,,,,,
0,20202021,Pittsburgh Penguins,National Hockey League,1,2,2,4,8,4,4.0,4,72:14,8.0,7.0,0.0,1.0,07:06,65:08,62.5,25.0,1.0,0.0,0.0,0.0,00:00,0.0,107.0
0,20202021,Wilkes-Barre/Scranton Penguins,AHL,1077,8,3,4,12,4,0.0,11,,,,,,,,,,,,,,,,
0,20202021,BK Mlada Boleslav,Czechia,8966,10,12,12,21,12,19.0,22,,,,,,,,,,,,,,,,
0,20212022,Pittsburgh Penguins,National Hockey League,1,4,2,4,17,4,12.0,6,175:34,9.0,23.0,0.0,0.0,08:45,166:49,33.33,22.2,0.0,0.0,0.0,0.0,00:00,3.0,260.0
0,20212022,Wilkes-Barre/Scranton Penguins,AHL,1077,9,12,10,39,10,-9.0,21,,,,,,,,,,,,,,,,
