,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Laval Patriotes Bantam AAA R,MMBAA,10163475,12,8,12,32,12,20,
0,20122013,Laval Patriotes Midget Espoir,QMEAA,124726,2,2,2,4,2,4,
0,20132014,Laval-Montréal Rousseau Royal,QMAAA,61163,3,0,0,9,0,3,
0,20132014,Laval Patriotes Midget Espoir,QMEAA,124726,13,11,12,26,12,24,
0,20142015,Acadie-Bathurst Titan,QMJHL,8878,2,0,2,29,2,2,-14.0
0,20142015,Laval-Montréal Rousseau Royal,QMAAA,61163,8,8,16,30,16,16,-11.0
0,20152016,Victoriaville Tigres,QMJHL,7520,10,5,38,63,38,15,2.0
0,20162017,Victoriaville Tigres,QMJHL,7520,15,6,31,64,31,21,-2.0
0,20172018,Victoriaville Tigres,QMJHL,7520,40,18,42,68,42,58,5.0
0,20182019,Rimouski Océanic,QMJHL,9650,52,40,52,66,52,92,41.0
0,20192020,Syracuse Crunch,AHL,1057,3,0,6,33,6,3,-9.0
0,20192020,Orlando Solar Bears,ECHL,113515,5,3,2,12,2,8,-1.0
0,20202021,Syracuse Crunch,AHL,1057,9,5,16,28,16,14,6.0
0,20202021,Orlando Solar Bears,ECHL,113515,2,2,4,5,4,4,1.0
0,20212022,Milwaukee Admirals,AHL,1017,16,7,14,34,14,23,-2.0
0,20212022,Syracuse Crunch,AHL,1057,6,6,21,27,21,12,-4.0
