,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Elgin-Mid. Chiefs,Minor-ON,1,54,49,72,54,72,103,,,,,,,,,,,,,,,,,
0,20082009,St. Thomas,ON-Jr.B,2,0,0,16,4,16,0,0.0,0.0,0.0,,,,,,,,,,,,,,
0,20092010,Oshawa,OHL,1,30,19,91,65,91,49,8.0,,2.0,-22.0,,,,,,,,,,,,,
0,20102011,Oshawa,OHL,1,41,25,57,63,57,66,4.0,,2.0,10.0,,,,,,,,,,,,,
0,20112012,Oshawa,OHL,1,27,22,59,43,59,49,7.0,,4.0,12.0,,,,,,,,,,,,,
0,20112012,Springfield,AHL,2,0,1,2,5,2,1,0.0,0.0,0.0,-1.0,9.0,11.11,,,,,,,,,,,
0,20112012,Canada,WJC-A,3,2,0,29,5,29,2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,20122013,Oshawa,OHL,1,37,45,58,56,58,82,12.0,,0.0,23.0,,,,,,,,,,,,,
0,20122013,Canada,WJC-A,2,0,0,2,3,2,0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,
0,20122013,Springfield,AHL,3,1,3,0,5,0,4,1.0,1.0,0.0,1.0,14.0,21.43,,,,,,,,,,,
0,20132014,Columbus Blue Jackets,National Hockey League,1,13,16,45,72,45,29,4.0,5.0,0.0,6.0,127.0,12.6,1013:43,212.0,7.0,66:21,946:03,46.67,0.0,0.0,01:19,37.0,1336.0
0,20142015,Columbus Blue Jackets,National Hockey League,1,8,9,12,31,12,17,2.0,2.0,0.0,-5.0,83.0,10.84,566:22,102.0,5.0,68:15,457:56,49.35,0.0,0.0,40:11,25.0,755.0
0,20152016,Columbus Blue Jackets,National Hockey League,1,19,30,77,82,77,49,9.0,3.0,1.0,-15.0,225.0,13.33,1345:33,213.0,14.0,169:42,1154:42,53.06,0.0,1.0,21:09,71.0,1736.0
0,20152016,Canada,WC-A,2,2,2,4,10,4,4,0.0,0.0,0.0,2.0,15.0,,,,,,,,,,,,
0,20152016,Canada,WC,17155,2,2,4,10,4,4,,,,2.0,,,,,,,,,,,,,
0,20162017,Columbus Blue Jackets,National Hockey League,1,16,18,52,82,52,34,0.0,4.0,2.0,14.0,211.0,8.53,1317:02,216.0,1.0,93:00,1154:07,50.0,0.0,2.0,69:55,80.0,1780.0
0,20172018,Columbus Blue Jackets,National Hockey League,1,19,13,39,75,39,32,2.0,2.0,0.0,1.0,187.0,6.95,1234:36,205.0,3.0,98:51,1067:26,55.49,0.0,0.0,68:19,83.0,1575.0
0,20182019,Columbus Blue Jackets,National Hockey League,1,22,16,42,77,42,38,1.0,3.0,1.0,6.0,170.0,9.41,1313:58,158.0,3.0,123:02,1078:34,54.11,0.0,1.0,112:22,70.0,1705.0
0,20192020,Columbus Blue Jackets,National Hockey League,1,13,11,36,70,36,24,2.0,1.0,0.0,-14.0,179.0,6.1,1268:09,109.0,4.0,124:25,1017:54,55.15,0.0,1.0,125:50,80.0,1610.0
0,20202021,Columbus Blue Jackets,National Hockey League,1,9,8,6,41,6,17,1.0,0.0,1.0,-9.0,79.0,10.1,737:58,76.0,1.0,58:18,599:29,55.13,0.0,1.0,80:11,53.0,921.0
0,20212022,Columbus Blue Jackets,National Hockey League,1,21,23,22,59,22,44,8.0,3.0,0.0,-11.0,160.0,14.4,1207:25,80.0,10.0,175:16,937:28,53.59,0.0,0.0,94:41,56.0,1463.0
