,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Waterloo Wolves Minor Midget AAA,AHMMPL,70988,0,0,0,2,0,0.0,0,,,,,,,,,,,,,,,,
0,20132014,Wat. Wolves MM,Minor-ON,1,20,8,95,28,95,,28,,,,,,,,,,,,,,,,
0,20142015,Windsor,OHL,1,4,0,60,59,60,-25.0,4,0.0,0.0,0.0,,,,,,,,,,,,,
0,20152016,Windsor,OHL,1,12,5,103,64,103,7.0,17,1.0,1.0,0.0,104.0,4.8,,,,,,,,,,,
0,20152016,Canada,WJ18-A,2,1,0,12,7,12,-1.0,1,0.0,0.0,0.0,11.0,,,,,,,,,,,,
0,20152016,Windsor Spitfires,OHL,9508,12,5,103,64,103,7.0,17,,,,,,,,,,,,,,,,
0,20152016,Canada U18,WJC-18,17193,1,0,12,7,12,-1.0,1,,,,,,,,,,,,,,,,
0,20162017,Windsor Spitfires,M-Cup,9291,1,1,2,4,2,4.0,2,,,,,,,,,,,,,,,,
0,20162017,Windsor Spitfires,OHL,9508,13,4,62,35,62,2.0,17,,,,,,,,,,,,,,,,
0,20172018,Kitchener Rangers,OHL,9418,27,15,111,61,111,6.0,42,,,,,,,,,,,,,,,,
0,20182019,Manitoba Moose,AHL,877,16,6,70,73,70,-9.0,22,,,,,,,,,,,,,,,,
0,20192020,Manitoba Moose,AHL,877,7,3,73,44,73,-17.0,10,,,,,,,,,,,,,,,,
0,20202021,Winnipeg Jets,National Hockey League,1,3,1,26,37,26,13.0,4,0.0,0.0,0.0,63.0,1.6,489:14,49.0,0.0,00:06,479:34,0.0,0.0,0.0,09:34,31.0,650.0
0,20212022,Winnipeg Jets,National Hockey League,1,12,1,44,58,44,1.0,13,0.0,1.0,0.0,80.0,1.3,907:25,131.0,0.0,01:44,765:39,0.0,0.0,1.0,140:02,100.0,1176.0
