,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,East Grand Forks High,USHS-MN,98048,9,2,10,25,10,11,
0,20122013,Team Sanford Power,UMHSEHL,97818,2,1,4,17,4,3,
0,20122013,East Grand Forks High,USHS-MN,98048,6,5,14,25,14,11,
0,20132014,Fargo Force,USHL,12786,0,0,0,11,0,0,-7.0
0,20132014,Team Velocity,UMHSEHL,97808,2,2,8,15,8,4,
0,20132014,East Grand Forks High,USHS-MN,98048,11,4,2,24,2,15,
0,20142015,Fargo Force,USHL,12786,10,0,2,46,2,10,-5.0
0,20152016,Penticton Vees,BCHL,21824,37,3,18,57,18,40,0.0
0,20162017,Univ. of North Dakota,NCAA,11930,10,2,12,40,12,12,5.0
0,20172018,Univ. of North Dakota,NCAA,11930,22,7,10,40,10,29,14.0
0,20182019,Univ. of North Dakota,NCAA,11930,12,5,4,35,4,17,7.0
0,20192020,Univ. of North Dakota,NCAA,11930,13,4,4,31,4,17,15.0
0,20202021,Stockton Heat,AHL,186037,5,1,5,21,5,6,-4.0
0,20212022,Stockton Heat,AHL,186037,13,0,16,62,16,13,17.0
