,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Belle Tire 13U AAA,T1EHL 13U,168883,2,2,6.0,5,6,4,
0,20162017,Pro Hockey Selects 2 U14,WSI U14,239208,11,6,6.0,8,6,17,
0,20172018,Compuware 14U AAA,HPHL 14U,144459,25,17,30.0,20,30,42,
0,20172018,Pro Hockey Selects U15,WSI U15,206920,4,5,4.0,7,4,9,
0,20182019,Compuware 16U AAA,HPHL 16U,97641,11,7,37.0,19,37,18,
0,20182019,Team White,USA-S15,178203,3,2,,4,,5,
0,20192020,U.S. National U17 Team,USDP,19734,36,14,85.0,49,85,50,
0,20192020,USNTDP Juniors,USHL,52486,17,9,34.0,29,34,26,-12.0
0,20192020,USA U17,WHC-17,61270,7,1,6.0,6,6,8,
0,20202021,USA U18,WJC-18,17253,3,5,0.0,5,0,8,0.0
0,20202021,U.S. National U18 Team,USDP,19564,35,30,18.0,41,18,65,20.0
0,20202021,USNTDP Juniors,USHL,52486,16,10,6.0,18,6,26,10.0
0,20212022,Guelph Storm,OHL,6238,42,34,33.0,65,33,76,-12.0
0,20212022,USA U20,WJC-20,17276,3,1,0.0,5,0,4,4.0
