,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Boston Advantage  U16,T1EHL U16,87648,2,3,0.0,10,0,0.0,5,,,,,,,,,,,,,,,,
0,20112012,Nobles,High-MA,1,18,16,,29,,,44,,,,,,,,,,,,,,,,
0,20122013,Cape Cod,Minor-MA,1,6,3,0.0,9,0,,9,,,,,,,,,,,,,,,,
0,20122013,Nobles,High-MA,2,14,18,10.0,22,10,,32,,,,,,,,,,,,,,,,
0,20132014,USNTDP,USHL,1,14,14,50.0,35,50,5.0,28,77.0,3.0,18.2,1.0,3.0,,,,,,,,,,,
0,20132014,USNTDP,U-17,2,19,20,35.0,20,35,,39,,,,,,,,,,,,,,,,
0,20142015,USNTDP,USHL,1,13,4,10.0,20,10,17.0,17,43.0,1.0,9.3,0.0,0.0,,,,,,,,,,,
0,20142015,USNTDP,U-18,2,19,19,18.0,34,18,,38,,,,,,,,,,,,,,,,
0,20152016,Boston College,H-East,1,24,19,46.0,37,46,24.0,43,132.0,4.0,14.4,3.0,2.0,,,,,,,,,,,
0,20152016,U.S.A.,WJC-A,2,4,3,6.0,7,6,7.0,7,17.0,0.0,17.6,0.0,1.0,,,,,,,,,,,
0,20152016,Boston College,NCAA,9670,24,19,46.0,37,46,24.0,43,,,,,,,,,,,,,,,,
0,20152016,USA U20,WJC-20,17276,4,3,6.0,7,6,7.0,7,,,,,,,,,,,,,,,,
0,20162017,Ottawa Senators,National Hockey League,1,0,0,0.0,2,0,0.0,0,1.0,0.0,0.0,0.0,0.0,27:25,0.0,0.0,03:21,24:04,33.33,0.0,0.0,00:00,1.0,34.0
0,20162017,Binghamton Senators,AHL,7977,2,1,2.0,3,2,-5.0,3,,,,,,,,,,,,,,,,
0,20162017,Boston College,NCAA,9670,17,16,46.0,35,46,8.0,33,,,,,,,,,,,,,,,,
0,20162017,USA U20,WJC-20,17276,1,7,4.0,7,4,5.0,8,,,,,,,,,,,,,,,,
0,20172018,Ottawa Senators,National Hockey League,1,4,2,8.0,21,8,1.0,6,24.0,0.0,8.33,1.0,0.0,280:14,12.0,0.0,13:49,265:36,33.33,0.0,0.0,00:49,15.0,375.0
0,20172018,USA,WC,17215,1,2,6.0,10,6,1.0,3,,,,,,,,,,,,,,,,
0,20172018,Belleville Senators,AHL,227817,16,11,43.0,47,43,-17.0,27,,,,,,,,,,,,,,,,
0,20182019,Ottawa Senators,National Hockey League,1,27,14,24.0,71,24,-24.0,41,123.0,5.0,11.38,2.0,0.0,1150:06,23.0,8.0,150:29,984:25,47.43,1.0,0.0,15:12,35.0,1455.0
0,20182019,USA,WC,17215,1,2,4.0,8,4,1.0,3,,,,,,,,,,,,,,,,
0,20192020,Ottawa Senators,National Hockey League,1,16,7,39.0,61,39,-12.0,23,83.0,1.0,8.4,0.0,0.0,958:07,47.0,4.0,132:40,824:05,47.41,0.0,0.0,01:22,30.0,1348.0
0,20192020,Belleville Senators,AHL,227817,2,0,0.0,1,0,3.0,2,,,,,,,,,,,,,,,,
0,20202021,Ottawa Senators,National Hockey League,1,8,10,16.0,45,16,-6.0,18,69.0,2.0,14.5,0.0,0.0,661:06,58.0,4.0,70:47,590:08,42.29,0.0,0.0,00:11,18.0,900.0
0,20212022,Ottawa Senators,National Hockey League,1,7,3,4.0,24,4,-11.0,10,47.0,2.0,6.4,1.0,0.0,368:06,28.0,7.0,63:18,304:07,48.59,0.0,0.0,00:41,4.0,472.0
