,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20052006,Leduc Oil Kings Bantam AAA,AMBHL,63378,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20062007,Leduc,AMBHL,1,14,19,32,30,32,,33,,,,,,,,,,,,,,,,
0,20072008,Leduc,AMHL,2,0,1,0,3,0,,1,,,,,,,,,,,,,,,,
0,20082009,Leduc,AMHL,1,13,7,38,33,38,,20,,,,,,,,,,,,,,,,
0,20082009,Drayton Valley,AJHL,2,0,0,0,2,0,,0,0.0,0.0,0.0,,,,,,,,,,,,,
0,20092010,Drayton Valley,AJHL,1,19,21,48,59,48,,40,1.0,1.0,3.0,,,,,,,,,,,,,
0,20102011,Vancouver,WHL,1,17,11,67,72,67,1.0,28,2.0,,0.0,,,,,,,,,,,,,
0,20112012,Vancouver,WHL,1,24,40,80,72,80,15.0,64,8.0,,3.0,,,,,,,,,,,,,
0,20122013,Portland,AHL,1,10,9,30,53,30,-4.0,19,2.0,0.0,0.0,87.0,10.34,,,,,,,,,,,
0,20132014,Portland,AHL,1,16,14,48,67,48,-9.0,30,3.0,1.0,2.0,132.0,10.6,,,,,,,,,,,
0,20142015,Arizona Coyotes,National Hockey League,1,1,0,0,8,0,-3.0,1,0.0,0.0,0.0,8.0,0.0,93:35,14.0,0.0,00:22,87:21,100.0,0.0,0.0,05:52,2.0,128.0
0,20142015,Portland,AHL,2,28,15,41,62,41,9.0,43,1.0,2.0,2.0,164.0,9.1,,,,,,,,,,,
0,20152016,Arizona Coyotes,National Hockey League,1,15,9,18,81,18,-9.0,24,0.0,2.0,1.0,109.0,8.26,1230:27,52.0,1.0,28:29,992:30,54.55,0.0,2.0,209:28,40.0,1705.0
0,20162017,Arizona Coyotes,National Hockey League,1,14,11,40,77,40,-8.0,25,1.0,2.0,1.0,109.0,10.09,1207:18,50.0,2.0,29:08,1006:11,44.36,0.0,3.0,171:59,68.0,1686.0
0,20172018,Arizona Coyotes,National Hockey League,1,9,6,45,81,45,-24.0,15,0.0,1.0,0.0,112.0,5.36,1134:50,128.0,0.0,13:12,972:37,36.45,0.0,1.0,149:01,42.0,1703.0
0,20182019,Carolina Hurricanes,National Hockey League,1,10,15,38,82,38,1.0,25,0.0,5.0,1.0,146.0,10.27,1187:50,199.0,0.0,08:00,1047:15,43.99,0.0,1.0,132:35,46.0,1735.0
0,20192020,Carolina Hurricanes,National Hockey League,1,11,2,22,45,22,-2.0,13,0.0,1.0,0.0,44.0,4.5,506:41,72.0,0.0,00:45,448:12,51.56,0.0,2.0,57:44,23.0,756.0
0,20202021,Carolina Hurricanes,National Hockey League,1,9,4,25,44,25,-3.0,13,0.0,1.0,0.0,62.0,6.5,561:18,90.0,0.0,03:07,503:38,46.99,0.0,1.0,54:33,20.0,793.0
0,20212022,Carolina Hurricanes,National Hockey League,1,9,6,22,59,22,1.0,15,0.0,2.0,0.0,77.0,7.8,660:51,83.0,0.0,01:26,629:11,45.1,0.0,0.0,30:14,11.0,918.0
