,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,IFK Täby U16,U16 Div.1,148776,3,1,2,14,2,4,,,,,,,,,,,,,,,,,
0,20142015,IFK Täby U16 2,U16 Div.2,149420,1,1,0,1,0,2,,,,,,,,,,,,,,,,,
0,20152016,IFK Täby HC J18,J18 Region,31038,6,4,4,28,4,10,15.0,,,,,,,,,,,,,,,,
0,20152016,IFK Täby HC J20,J20 Div.1,41075,2,2,2,9,2,4,,,,,,,,,,,,,,,,,
0,20152016,IFK Täby HC U16,U16 Div.1,149334,8,10,2,17,2,18,,,,,,,,,,,,,,,,,
0,20152016,IFK Täby HC U16,U16 SM,149337,1,2,0,3,0,3,,,,,,,,,,,,,,,,,
0,20162017,Djurgårdens IF J18,J18 Allsvenskan,6239,4,3,0,14,0,7,-2.0,,,,,,,,,,,,,,,,
0,20162017,Djurgårdens IF J18,J18 Region,7088,8,5,4,14,4,13,10.0,,,,,,,,,,,,,,,,
0,20162017,Djurgårdens IF U16,U16 Div.1,27324,2,2,0,3,0,4,,,,,,,,,,,,,,,,,
0,20162017,Djurgårdens IF U16,U16 SM,27327,5,6,2,8,2,11,,,,,,,,,,,,,,,,,
0,20162017,Stockholm Nord,TV-Pucken,135366,3,4,2,6,2,7,,,,,,,,,,,,,,,,,
0,20172018,Djurgårdens IF J20,J20 Nationell,7229,16,6,8,42,8,22,-4.0,,,,,,,,,,,,,,,,
0,20172018,Djurgårdens IF J18,J18 Nationell,7848,3,4,4,4,4,7,6.0,,,,,,,,,,,,,,,,
0,20172018,Sweden U18,WJC-18,8573,0,0,2,7,2,0,3.0,,,,,,,,,,,,,,,,
0,20172018,Sweden U17,WHC-17,61300,0,1,0,5,0,1,,,,,,,,,,,,,,,,,
0,20182019,Djurgårdens IF,SHL,829,0,0,2,7,2,0,0.0,,,,,,,,,,,,,,,,
0,20182019,Djurgårdens IF J20,J20 Nationell,7229,11,11,14,39,14,22,15.0,,,,,,,,,,,,,,,,
0,20182019,Sweden U18,WJC-18,8573,1,0,6,7,6,1,-1.0,,,,,,,,,,,,,,,,
0,20182019,Sweden U18,Hlinka Gretzky Cup,158290,1,0,2,5,2,1,,,,,,,,,,,,,,,,,
0,20192020,Los Angeles Kings,National Hockey League,1,0,0,0,3,0,0,-4.0,38:55,0.0,0.0,0.0,0.0,00:00,35:56,0.0,0.0,0.0,0.0,0.0,0.0,02:59,0.0,58.0
0,20192020,Sweden U20,WJC-20,8596,0,0,0,7,0,0,-1.0,,,,,,,,,,,,,,,,
0,20192020,Ontario Reign,AHL,26957,13,6,12,44,12,19,13.0,,,,,,,,,,,,,,,,
0,20202021,Los Angeles Kings,National Hockey League,1,5,1,14,33,14,6,-3.0,555:49,30.0,28.0,0.0,0.0,03:16,511:14,0.0,3.3,0.0,0.0,0.0,0.0,41:19,34.0,684.0
0,20202021,Djurgårdens IF,SHL,829,2,1,33,15,33,3,3.0,,,,,,,,,,,,,,,,
0,20202021,Sweden U20,WJC-20,8596,2,0,0,5,0,2,1.0,,,,,,,,,,,,,,,,
0,20202021,Ontario Reign,AHL,26957,0,0,2,1,2,0,-2.0,,,,,,,,,,,,,,,,
0,20212022,Los Angeles Kings,National Hockey League,1,8,0,6,70,6,8,-12.0,1173:24,53.0,61.0,0.0,0.0,05:39,1092:41,0.0,0.0,0.0,0.0,0.0,0.0,75:04,58.0,1476.0
