,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Beauce-Appalaches M15 AAA R,QM15AA,214585,0,0,0,2,0,0,
0,20162017,Beauce-Appalaches Élites M15 AAA,QM15AAA,169247,15,19,0,30,0,34,
0,20172018,Pointe-Lévy Corsaires M17 AAA,QM17E,160971,1,1,0,1,0,2,
0,20172018,Beauce-Appalaches Élites M15AAAE,QM15AAA,169247,27,33,8,27,8,60,
0,20182019,Lévis Chevaliers,QM18AAA,67044,50,38,6,42,6,88,41.0
0,20182019,Team Québec,CWG,103065,9,4,0,6,0,13,
0,20182019,Team Québec White,QGC-16,154195,3,2,0,5,0,5,
0,20192020,Saint John Sea Dogs,QMJHL,21410,28,16,6,60,6,44,-3.0
0,20192020,Canada Red U17,WHC-17,163770,2,2,6,5,6,4,
0,20202021,Saint John Sea Dogs,QMJHL,21410,8,9,2,15,2,17,-4.0
0,20202021,Sherbrooke Phoenix,QMJHL,114420,5,13,2,20,2,18,-12.0
0,20212022,Canada U20,WJC-20,17216,5,3,2,7,2,8,4.0
0,20212022,Sherbrooke Phoenix,QMJHL,114420,68,51,22,66,22,119,43.0
