,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Camrose Red Wings Bantam AAA,AMBHL,55658,12,8,12,33,12,0,20,,,,,,,,,,,,,,,,
0,20132014,Camrose Red Wings Bantam AAA,AMBHL,55658,23,35,38,31,38,0,58,,,,,,,,,,,,,,,,
0,20142015,Camrose Kodiaks,AJHL,20781,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,
0,20142015,Sherwood Park Kings Midget AAA,AMHL,53627,17,8,26,32,26,0,25,,,,,,,,,,,,,,,,
0,20152016,Prince Albert Raiders,WHL,7891,11,8,31,68,31,12,19,,,,,,,,,,,,,,,,
0,20162017,Prince Albert Raiders,WHL,7891,22,21,75,72,75,-15,43,,,,,,,,,,,,,,,,
0,20172018,Prince Albert Raiders,WHL,7891,30,29,81,69,81,11,59,,,,,,,,,,,,,,,,
0,20172018,Belleville Senators,AHL,227817,0,1,0,5,0,-3,1,,,,,,,,,,,,,,,,
0,20182019,Prince Albert Raiders,M-Cup,7371,0,0,2,3,2,-4,0,,,,,,,,,,,,,,,,
0,20182019,Prince Albert Raiders,WHL,7891,32,35,54,64,54,42,67,,,,,,,,,,,,,,,,
0,20192020,Belleville Senators,AHL,227817,6,10,18,57,18,3,16,,,,,,,,,,,,,,,,
0,20202021,Ottawa Senators,National Hockey League,1,0,1,0,1,0,1,1,07:32,1.0,4.0,0.0,0.0,00:00,05:54,100.0,100.0,0.0,0.0,0.0,0.0,01:38,0.0,12.0
0,20202021,Belleville Senators,AHL,227817,8,10,32,33,32,-3,18,,,,,,,,,,,,,,,,
0,20212022,Ottawa Senators,National Hockey League,1,5,7,60,41,60,-4,12,433:36,48.0,131.0,0.0,0.0,02:34,393:54,0.0,14.6,0.0,0.0,0.0,0.0,37:08,30.0,669.0
0,20212022,Belleville Senators,AHL,227817,9,5,34,33,34,-2,14,,,,,,,,,,,,,,,,
