,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,East Coast Selects O U15,WSI U15,206220,0,2,4,7,4,2,,,,,,,,,,,,,,,,,
0,20152016,Don Mills Flyers U16 AAA,GTHL U16,93540,23,10,50,63,50,33,,,,,,,,,,,,,,,,,
0,20152016,Canada U16,YOG,118187,2,0,0,6,0,2,2.0,,,,,,,,,,,,,,,,
0,20152016,Team GTHL Red,OGC-16,154287,3,1,4,5,4,4,,,,,,,,,,,,,,,,,
0,20162017,Peterborough Petes,OHL,9468,4,1,6,41,6,5,-1.0,,,,,,,,,,,,,,,,
0,20162017,Canada Black U17,WHC-17,163780,2,0,4,6,4,2,,,,,,,,,,,,,,,,,
0,20172018,Peterborough Petes,OHL,9468,17,3,16,47,16,20,-3.0,,,,,,,,,,,,,,,,
0,20182019,Peterborough Petes,OHL,9468,43,5,32,67,32,48,4.0,,,,,,,,,,,,,,,,
0,20192020,Peterborough Petes,OHL,9468,56,13,33,59,33,69,17.0,,,,,,,,,,,,,,,,
0,20202021,Manitoba Moose,AHL,877,11,2,18,28,18,13,3.0,,,,,,,,,,,,,,,,
0,20212022,Winnipeg Jets,National Hockey League,1,0,0,0,2,0,0,1.0,25:54,4.0,1.0,0.0,0.0,00:00,25:52,0.0,0.0,0.0,0.0,0.0,0.0,00:02,1.0,32.0
0,20212022,Manitoba Moose,AHL,877,21,9,20,53,20,30,1.0,,,,,,,,,,,,,,,,
