,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Little Caesars 13U AAA,HPHL 13U,142958,3,2,14.0,19,14,5,
0,20142015,Compuware 14U AAA,HPHL 14U,144459,8,1,15.0,17,15,9,
0,20162017,Team Columbia,USA-S16,177734,0,1,,5,,1,
0,20172018,Wellington Dukes,OJHL,21380,33,6,34.0,54,34,39,
0,20172018,Team Gold,USA-S17,177415,2,1,,5,,3,
0,20182019,Muskegon Lumberjacks,USHL,6276,4,1,26.0,27,26,5,1.0
0,20182019,Lincoln Stars,USHL,9366,11,3,35.0,32,35,14,-12.0
0,20192020,Merrimack College,NCAA,19270,18,4,22.0,34,22,22,-10.0
0,20202021,Merrimack College,NCAA,19270,8,2,10.0,14,10,10,0.0
0,20212022,Syracuse Crunch,AHL,1057,2,1,2.0,10,2,3,2.0
0,20212022,Merrimack College,NCAA,19270,17,7,8.0,35,8,24,14.0
