,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Pro Hockey Selects U15,WSI U15,206260,3,6,0.0,6,0,9,
0,20172018,Toronto Marlboros U16 AAA,U16 AAA,82673,29,33,,43,,62,
0,20172018,Toronto Marlboros U16 AAA,GTHL U16,82870,13,18,18.0,28,18,31,
0,20172018,Team GTHL Blue,OGC-16,154307,0,5,2.0,4,2,5,
0,20182019,Windsor Spitfires,OHL,9508,15,26,50.0,63,50,41,3.0
0,20182019,Canada Black U17,WHC-17,163780,1,2,2.0,5,2,3,
0,20192020,Windsor Spitfires,OHL,9508,20,22,37.0,62,37,42,-2.0
0,20192020,Canada U18,Hlinka Gretzky Cup,144760,1,2,0.0,5,0,3,1.0
0,20202021,Hartford Wolf Pack,AHL,847,3,2,35.0,18,35,5,-4.0
0,20212022,Windsor Spitfires,OHL,9508,37,43,48.0,59,48,80,22.0
0,20212022,Canada U20,WJC-20,17216,2,2,25.0,7,25,4,4.0
