,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,shots,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20052006,St-Jerome,QJHL,1,45,24,92,51,92,69,,,,,,,,,,,,,,,,,
0,20062007,Lewiston,QMJHL,1,44,39,75,70,75,83,10.0,7.0,0.0,37.0,,,,,,,,,,,,,
0,20072008,St. Louis Blues,National Hockey League,1,14,13,38,62,38,27,3.0,1.0,0.0,16.0,778:07,68.0,65.0,5.0,125:30,651:58,35.71,19.12,0.0,0.0,00:39,7.0,1044.0
0,20082009,St. Louis Blues,National Hockey League,1,35,15,50,81,50,50,4.0,3.0,0.0,13.0,1176:37,161.0,78.0,15.0,260:29,914:43,16.67,9.32,0.0,0.0,01:25,18.0,1593.0
0,20092010,St. Louis Blues,National Hockey League,1,27,20,60,82,60,47,5.0,2.0,1.0,-10.0,1324:43,166.0,78.0,13.0,219:22,1066:44,38.1,12.05,0.0,2.0,38:37,12.0,1802.0
0,20102011,St. Louis Blues,National Hockey League,1,2,5,12,10,12,7,0.0,0.0,0.0,7.0,184:11,29.0,6.0,0.0,45:01,134:38,0.0,17.24,0.0,1.0,04:32,1.0,223.0
0,20112012,St. Louis Blues,National Hockey League,1,21,21,28,57,28,42,5.0,4.0,1.0,19.0,1042:20,114.0,32.0,10.0,151:32,848:53,20.0,18.42,0.0,2.0,41:55,13.0,1509.0
0,20122013,St. Louis Blues,National Hockey League,1,15,10,44,48,44,25,2.0,2.0,0.0,0.0,864:20,84.0,48.0,6.0,119:02,709:57,36.36,11.9,0.0,0.0,35:21,11.0,1275.0
0,20132014,Edmonton Oilers,National Hockey League,1,29,28,90,78,90,57,8.0,2.0,1.0,-16.0,1491:48,220.0,116.0,13.0,220:46,1234:03,33.33,12.73,0.0,1.0,36:59,20.0,1953.0
0,20142015,Edmonton Oilers,National Hockey League,1,14,5,20,38,20,19,0.0,1.0,0.0,-17.0,645:52,74.0,74.0,4.0,96:27,548:40,33.33,6.76,0.0,0.0,00:45,12.0,891.0
0,20142015,Pittsburgh Penguins,National Hockey League,2,10,12,42,43,42,22,3.0,1.0,0.0,-8.0,757:42,122.0,97.0,5.0,117:17,640:07,0.0,9.84,0.0,0.0,00:18,9.0,1003.0
0,20152016,Pittsburgh Penguins,National Hockey League,1,12,4,28,43,28,16,1.0,0.0,0.0,-13.0,665:24,96.0,105.0,5.0,74:27,589:02,20.0,4.17,0.0,0.0,01:55,14.0,966.0
0,20152016,Anaheim Ducks,National Hockey League,2,12,8,34,28,34,20,3.0,1.0,0.0,12.0,414:42,51.0,37.0,7.0,72:30,342:05,20.0,15.69,0.0,0.0,00:07,9.0,561.0
0,20162017,St. Louis Blues,National Hockey League,1,28,18,54,82,54,46,3.0,3.0,1.0,-2.0,1418:26,151.0,87.0,13.0,173:40,1151:03,48.48,11.92,1.0,1.0,93:43,28.0,2019.0
0,20172018,Vegas Golden Knights,National Hockey League,1,50,16,50,70,50,66,1.0,4.0,0.0,1.0,1246:35,125.0,118.0,18.0,176:48,1055:28,40.34,12.8,3.0,0.0,14:19,20.0,1429.0
0,20182019,St. Louis Blues,National Hockey League,1,23,23,46,57,46,46,7.0,1.0,0.0,3.0,974:26,112.0,52.0,14.0,133:17,839:38,45.45,20.54,0.0,0.0,01:31,13.0,1189.0
0,20192020,St. Louis Blues,National Hockey League,1,35,25,52,71,52,60,9.0,9.0,0.0,2.0,1300:29,166.0,67.0,27.0,211:45,1086:34,37.5,15.1,4.0,0.0,02:10,19.0,1553.0
0,20202021,St. Louis Blues,National Hockey League,1,39,19,22,56,22,58,6.0,2.0,0.0,6.0,1038:45,151.0,45.0,21.0,152:13,884:50,0.0,12.6,1.0,0.0,01:42,25.0,1214.0
0,20212022,St. Louis Blues,National Hockey League,1,30,27,48,67,48,57,11.0,2.0,0.0,8.0,1138:05,177.0,80.0,26.0,180:05,957:48,25.0,15.3,0.0,0.0,00:12,11.0,1385.0
