,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Barrie Colts Minor Midget AAA,ETAMMHL,81112,0,0,0,2,0,0,
0,20142015,Barrie Colts Bantam AAA,ETABHL,140028,10,15,40,70,40,25,
0,20152016,Barrie Colts U16 AAA,ETAHL U16,81584,8,4,38,32,38,12,
0,20162017,Windsor Spitfires,OHL,9508,5,5,19,59,19,10,7.0
0,20162017,Canada Black U17,WHC-17,163780,0,0,4,6,4,0,
0,20172018,Windsor Spitfires,OHL,9508,21,3,40,63,40,24,-11.0
0,20182019,Windsor Spitfires,OHL,9508,22,10,30,68,30,32,-45.0
0,20192020,Windsor Spitfires,OHL,9508,35,19,50,62,50,54,11.0
0,20202021,Fort Wayne Komets,ECHL,6335,3,0,5,4,5,3,2.0
0,20202021,Henderson Silver Knights,AHL,307807,0,0,0,2,0,0,0.0
0,20212022,Fort Wayne Komets,ECHL,6335,17,20,6,41,6,37,3.0
0,20212022,Henderson Silver Knights,AHL,307807,2,5,8,12,8,7,0.0
