,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,JYP U16,U16 SM-sarja,81413,15,20,10,27,10,35,
0,20162017,JYP U20,U20 SM-sarja,23040,8,3,2,13,2,11,7.0
0,20162017,JYP U18,U18 SM-sarja,25951,15,13,4,28,4,28,
0,20172018,JYP U20,U20 SM-sarja,23040,18,20,10,50,10,38,-8.0
0,20172018,Finland U17,WHC-17,61280,2,3,0,5,0,5,
0,20182019,Jukurit,Liiga,4659,0,2,0,9,0,2,1.0
0,20182019,Ketterä,Mestis,11437,0,1,0,2,0,1,0.0
0,20182019,Jukurit U20,U20 SM-sarja,30790,7,2,18,14,18,9,0.0
0,20182019,Finland U18,Hlinka Gretzky Cup,158280,4,2,4,4,4,6,
0,20192020,Jukurit,Liiga,4659,3,0,8,27,8,3,-7.0
0,20192020,Jukurit U20,U20 SM-sarja,30790,15,13,2,28,2,28,2.0
0,20202021,Jukurit,Liiga,4659,13,7,12,47,12,20,-26.0
0,20202021,Finland U20,WJC-20,17116,1,2,0,7,0,3,1.0
0,20212022,Manitoba Moose,AHL,877,0,0,2,4,2,0,2.0
0,20212022,Pelicans,Liiga,929,5,7,8,60,8,12,-6.0
