,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,DHI Octane Selects U15,WSI U15,222500,4,5,2.0,8,2,9,
0,20162017,Toronto Nationals U16 AAA,GTHL U16,117950,16,17,,31,,33,
0,20162017,Team GTHL Blue,OGC-16,154307,0,2,0.0,5,0,2,
0,20172018,North Bay Battalion,OHL,149108,13,10,18.0,63,18,23,1.0
0,20172018,Canada Red U17,WHC-17,163770,3,1,4.0,5,4,4,
0,20172018,Team Green,U17-Dev,178259,1,1,2.0,3,2,2,
0,20182019,North Bay Battalion,OHL,149108,20,17,42.0,65,42,37,-29.0
0,20192020,North Bay Battalion,OHL,149108,32,25,39.0,60,39,57,-24.0
0,20202021,San Jose Barracuda,AHL,187427,4,1,6.0,17,6,5,-4.0
0,20212022,North Bay Battalion,OHL,149108,67,34,40.0,62,40,101,33.0
