,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Eagan High,USHS-MN,98088,0,0,2.0,8,2,0,
0,20122013,Eagan High,USHS-MN,98088,18,4,36.0,24,36,22,
0,20122013,B16 - Red (Final 54),MNHP-16,283024,0,0,,3,,0,
0,20132014,Des Moines Buccaneers,USHL,9926,0,1,46.0,9,46,1,-5.0
0,20132014,Team MAP South Hockey,UMHSEHL,58198,4,3,40.0,18,40,7,
0,20132014,Eagan High,USHS-MN,98088,12,8,46.0,23,46,20,
0,20132014,USA U18,Hlinka Gretzky Cup,140070,0,0,2.0,5,2,0,4.0
0,20132014,B17 - Blue (Final 54),MNHP-17,283065,0,1,,3,,1,
0,20142015,Des Moines Buccaneers,USHL,9926,9,1,22.0,50,22,10,-6.0
0,20152016,Des Moines Buccaneers,USHL,9926,12,1,164.0,57,164,13,-1.0
0,20162017,Univ. of Minnesota-Duluth,NCAA,18500,10,2,30.0,37,30,12,14.0
0,20172018,Univ. of Minnesota-Duluth,NCAA,18500,6,7,81.0,44,81,13,8.0
0,20182019,Univ. of Minnesota-Duluth,NCAA,18500,13,5,80.0,42,80,18,19.0
0,20192020,Univ. of Minnesota-Duluth,NCAA,18500,10,0,42.0,33,42,10,18.0
0,20202021,Providence Bruins,AHL,897,2,0,18.0,24,18,2,0.0
0,20202021,DVTK Jegesmedvék,Slovakia,40648,2,3,42.0,18,42,5,0.0
0,20212022,Providence Bruins,AHL,897,8,0,83.0,32,83,8,7.0
