,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Toronto Bulldogs,Brick Invitational,128766,4,5,0,6,0,9,,,,,,,,,,,,,,,,,
0,20142015,Pro Hockey Selects U13,WSI U13,206577,3,4,4,6,4,7,,,,,,,,,,,,,,,,,
0,20152016,Pro Hockey Selects U15,WSI U15,206260,4,3,4,7,4,7,,,,,,,,,,,,,,,,,
0,20152016,Pro Hockey Selects U14,WSI U14,206428,10,4,4,7,4,14,,,,,,,,,,,,,,,,,
0,20162017,Whitby Wildcats U16 AAA,ETAHL U16,82464,26,19,34,27,34,45,,,,,,,,,,,,,,,,,
0,20162017,Oshawa Generals Selects U15,WSI U15,222750,12,2,0,9,0,14,,,,,,,,,,,,,,,,,
0,20162017,Padova U17,OJDL,296865,5,8,0,10,0,13,,,,,,,,,,,,,,,,,
0,20172018,Haliburton County Huskies,OJHL,37600,4,2,0,5,0,6,,,,,,,,,,,,,,,,,
0,20172018,Vaughan Kings U16 AAA,U16 AAA,97523,73,52,16,64,16,125,,,,,,,,,,,,,,,,,
0,20172018,Vaughan Kings U16 AAA,GTHL U16,97720,32,29,14,33,14,61,,,,,,,,,,,,,,,,,
0,20172018,Team GTHL Red,OGC-16,154287,2,4,2,4,2,6,,,,,,,,,,,,,,,,,
0,20182019,Saginaw Spirit,OHL,9488,37,37,10,63,10,74,36.0,,,,,,,,,,,,,,,,
0,20182019,Canada White U17,WHC-17,163790,7,2,4,5,4,9,,,,,,,,,,,,,,,,,
0,20192020,Saginaw Spirit,OHL,9488,74,37,16,61,16,111,49.0,,,,,,,,,,,,,,,,
0,20192020,Canada U18,Hlinka Gretzky Cup,144760,4,8,2,5,2,12,10.0,,,,,,,,,,,,,,,,
0,20202021,Manitoba Moose,AHL,877,17,9,2,32,2,26,1.0,,,,,,,,,,,,,,,,
0,20202021,Canada,WC,17155,0,2,4,10,4,2,0.0,,,,,,,,,,,,,,,,
0,20202021,Canada U20,WJC-20,17216,4,2,2,7,2,6,5.0,,,,,,,,,,,,,,,,
0,20212022,Winnipeg Jets,National Hockey League,1,5,2,0,18,0,7,1.0,254:40,21.0,17.0,0.0,1.0,22:44,231:47,0.0,9.5,1.0,0.0,0.0,0.0,00:09,2.0,313.0
0,20212022,Manitoba Moose,AHL,877,9,6,2,17,2,15,6.0,,,,,,,,,,,,,,,,
