,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Amos,QAAA,1,18,13,30,43,30,31,,,,,,,,,,,,,,,,,
0,20122013,Amos,QAAA,1,18,15,24,27,24,33,,,,,,,,,,,,,,,,,
0,20132014,Chicoutimi,QMJHL,1,25,16,19,63,19,41,117.0,6.0,13.7,0.0,0.0,-27.0,,,,,,,,,,,
0,20142015,Chicoutimi,QMJHL,1,34,16,40,68,40,50,159.0,5.0,10.1,1.0,0.0,-3.0,,,,,,,,,,,
0,20152016,Chicoutimi,QMJHL,1,42,48,71,63,71,90,,20.0,,8.0,0.0,17.0,,,,,,,,,,,
0,20152016,Charlotte,AHL,2,0,0,4,2,4,0,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,
0,20152016,Charlotte Checkers,AHL,2357,0,0,4,2,4,0,,,,,,-2.0,,,,,,,,,,,
0,20152016,Chicoutimi Saguenéens,QMJHL,6090,42,48,71,63,71,90,,,,,,17.0,,,,,,,,,,,
0,20162017,Chicoutimi Saguenéens,QMJHL,6090,44,36,46,53,46,80,,,,,,30.0,,,,,,,,,,,
0,20162017,Canada U20,WJC-20,17216,1,3,0,7,0,4,,,,,,0.0,,,,,,,,,,,
0,20172018,Carolina Hurricanes,National Hockey League,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,-1.0,10:46,2.0,0.0,00:00,10:46,60.0,0.0,0.0,00:00,0.0,16.0
0,20172018,Charlotte Checkers,AHL,2357,27,11,37,70,37,38,,,,,,3.0,,,,,,,,,,,
0,20182019,Carolina Hurricanes,National Hockey League,1,0,0,2,6,2,0,1.0,0.0,0.0,0.0,0.0,0.0,41:42,7.0,0.0,00:00,41:07,53.85,0.0,0.0,00:35,1.0,70.0
0,20182019,Charlotte Checkers,AHL,2357,19,17,28,69,28,36,,,,,,10.0,,,,,,,,,,,
0,20192020,Vegas Golden Knights,National Hockey League,1,5,5,8,28,8,10,42.0,1.0,11.9,1.0,0.0,3.0,320:01,39.0,1.0,02:43,302:08,48.19,0.0,0.0,15:10,7.0,439.0
0,20192020,Chicago Wolves,AHL,957,15,7,10,27,10,22,,,,,,-1.0,,,,,,,,,,,
0,20202021,Vegas Golden Knights,National Hockey League,1,9,6,14,50,14,15,52.0,0.0,11.5,1.0,0.0,9.0,650:52,50.0,0.0,18:24,591:14,44.79,0.0,0.0,41:14,23.0,863.0
0,20212022,Vegas Golden Knights,National Hockey League,1,24,15,51,78,51,39,145.0,2.0,10.3,3.0,0.0,12.0,1267:39,85.0,5.0,135:55,1027:41,48.76,0.0,1.0,104:03,34.0,1693.0
0,20212022,Canada,WC,17155,4,1,10,10,10,5,,,,,,4.0,,,,,,,,,,,
