,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Delta Hockey Academy U15 Prep G,CSSHL U15,178933,9,4,10.0,18,10,13,
0,20152016,Bauer Selects U15,WSI U15,48800,0,1,0.0,7,0,1,
0,20152016,Delta Hockey Academy U15 Prep G,CSSHL U15,178933,21,7,12.0,25,12,28,
0,20162017,Delta Hockey Academy U18 Prep,CSSHL U18,144116,1,0,2.0,1,2,1,
0,20162017,Delta Hockey Academy U16 Prep,CSSHL U16,174544,27,17,6.0,22,6,44,
0,20172018,Wenatchee Wild,BCHL,111754,6,5,6.0,16,6,11,0.0
0,20172018,Team Orange,USA-S16,177844,3,1,,5,,4,
0,20182019,Vancouver Giants,WHL,9661,17,9,31.0,67,31,26,3.0
0,20182019,Team White,USA-S17,177565,3,2,4.0,5,4,5,
0,20192020,Medicine Hat Tigers,WHL,9611,15,13,20.0,34,20,28,21.0
0,20192020,Vancouver Giants,WHL,9661,5,5,12.0,18,12,10,6.0
0,20202021,Medicine Hat Tigers,WHL,9611,10,12,6.0,20,6,22,-4.0
0,20212022,Medicine Hat Tigers,WHL,9611,17,13,22.0,24,22,30,-7.0
0,20212022,Seattle Thunderbirds,WHL,9651,24,22,38.0,33,38,46,23.0
