,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20062007,Chicago Mission Bantam Major AAA,T1EBHL,141299,17,3,18,31,18,0.0,20,,,,,,,,,,,,,,,,
0,20072008,Chicago Mission  U16,T1EHL U16,97318,5,2,16,31,16,0.0,7,,,,,,,,,,,,,,,,
0,20082009,Chi. Mission,T1EHL,1,17,5,10,46,10,,22,,,,,,,,,,,,,,,,
0,20092010,USNTDP,USHL,1,17,3,36,34,36,-1.0,20,2.0,0.0,0.0,,,,,,,,,,,,,
0,20092010,USNTDP,U-17,2,7,4,22,18,22,,11,,,,,,,,,,,,,,,,
0,20102011,USNTDP,USHL,1,6,0,11,24,11,7.0,6,0.0,0.0,0.0,,,,,,,,,,,,,
0,20102011,USNTDP,U-18,2,20,4,16,36,16,,24,,,,,,,,,,,,,,,,
0,20102011,U.S.A.,WJ18-A,3,7,1,4,6,4,5.0,8,1.0,0.0,0.0,,,,,,,,,,,,,
0,20112012,U. of Notre Dame,CCHA,1,11,4,14,40,14,,15,4.0,1.0,0.0,,,,,,,,,,,,,
0,20122013,U. of Notre Dame,CCHA,1,18,5,40,41,40,,23,4.0,2.0,0.0,,,,,,,,,,,,,
0,20132014,U. of Notre Dame,H-East,1,11,4,8,21,8,,15,1.0,0.0,2.0,,,,,,,,,,,,,
0,20142015,U. of Notre Dame,H-East,1,26,15,20,40,20,,41,5.0,2.0,1.0,,,,,,,,,,,,,
0,20152016,Grand Rapids,AHL,1,34,5,42,71,42,40.0,39,1.0,2.0,0.0,126.0,4.0,,,,,,,,,,,
0,20152016,Grand Rapids Griffins,AHL,987,34,5,42,71,42,40.0,39,,,,,,,,,,,,,,,,
0,20162017,Detroit Red Wings,National Hockey League,1,0,0,2,19,2,2.0,0,0.0,0.0,0.0,18.0,0.0,305:19,24.0,0.0,02:31,281:18,0.0,0.0,0.0,21:30,13.0,379.0
0,20162017,Grand Rapids Griffins,AHL,987,25,7,37,58,37,15.0,32,,,,,,,,,,,,,,,,
0,20172018,Grand Rapids Griffins,AHL,987,23,9,81,75,81,6.0,32,,,,,,,,,,,,,,,,
0,20182019,Tucson Roadrunners,AHL,218897,33,6,32,67,32,12.0,39,,,,,,,,,,,,,,,,
0,20192020,Tucson Roadrunners,AHL,218897,17,2,35,53,35,2.0,19,,,,,,,,,,,,,,,,
0,20202021,San Jose Barracuda,AHL,187427,13,2,14,34,14,-9.0,15,,,,,,,,,,,,,,,,
0,20212022,Utica Comets,AHL,152247,32,3,21,70,21,6.0,35,,,,,,,,,,,,,,,,
