,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20092010,Team Saskatchewan,Brick Invitational,128846,3,2,0,5,0,5,
0,20132014,Regina Silver Foxes Bantam AA,SBAAHL,150950,14,20,26,31,26,34,
0,20142015,Notre Dame Hounds Midget AAA,SMHL,48421,1,1,2,6,2,2,
0,20142015,Notre Dame Hounds Bantam AAA,SSMHL,128999,31,39,66,38,66,70,
0,20152016,Tri-City Americans,WHL,9481,0,0,0,2,0,0,0.0
0,20152016,Regina Pat Canadians U18 AAA,SMAAAHL,49304,16,21,58,37,58,37,
0,20152016,Team Saskatchewan,WCCC-16,113413,3,3,6,4,6,6,
0,20152016,Canada U16,YOG,118187,4,2,3,6,3,6,3.0
0,20162017,Tri-City Americans,WHL,9481,5,3,12,62,12,8,1.0
0,20162017,Canada White U17,WHC-17,163790,2,1,4,6,4,3,
0,20172018,Calgary Hitmen,WHL,6781,10,7,20,32,20,17,-11.0
0,20172018,Tri-City Americans,WHL,9481,10,6,18,37,18,16,-1.0
0,20182019,Calgary Hitmen,WHL,6781,38,26,68,68,68,64,0.0
0,20192020,Calgary Hitmen,WHL,6781,24,32,59,61,59,56,5.0
0,20202021,Utica Comets,AHL,152247,8,4,22,28,22,12,2.0
0,20212022,Kalamazoo Wings,ECHL,8075,0,0,2,3,2,0,-2.0
0,20212022,Abbotsford Canucks,AHL,33767,7,3,48,41,48,10,-5.0
