,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Fraser Valley,BCMML,1,24,5,28,35,28,29,,,,,,,,,,,,,,,,,
0,20102011,Seattle,WHL,2,0,0,2,4,2,0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,,
0,20112012,Seattle,WHL,1,31,4,30,69,30,35,2.0,,0.0,-36.0,,,,,,,,,,,,,
0,20122013,Seattle,WHL,1,31,19,32,71,32,50,9.0,,0.0,-24.0,,,,,,,,,,,,,
0,20122013,Canada,WJ18-A,2,5,0,0,7,0,5,0.0,0.0,0.0,5.0,6.0,0.0,,,,,,,,,,,
0,20132014,Seattle,WHL,1,57,22,39,70,39,79,7.0,,0.0,19.0,,,,,,,,,,,,,
0,20132014,Norfolk,AHL,2,0,0,0,4,0,0,0.0,0.0,0.0,-2.0,1.0,0.0,,,,,,,,,,,
0,20142015,Seattle,WHL,1,35,13,16,43,16,48,6.0,1.0,1.0,17.0,,,,,,,,,,,,,
0,20142015,Canada,WJC-A,2,1,1,0,7,0,2,0.0,0.0,0.0,12.0,9.0,,,,,,,,,,,,
0,20142015,Norfolk,AHL,3,7,4,2,9,2,11,3.0,1.0,0.0,-3.0,23.0,17.4,,,,,,,,,,,
0,20152016,Anaheim Ducks,National Hockey League,1,5,3,2,19,2,8,2.0,1.0,0.0,7.0,28.0,10.71,363:04,6.0,3.0,52:49,287:40,0.0,0.0,0.0,22:35,22.0,452.0
0,20152016,San Diego,AHL,2,28,9,34,50,34,37,4.0,2.0,0.0,-3.0,112.0,8.0,,,,,,,,,,,
0,20152016,San Diego Gulls,AHL,85177,28,9,34,50,34,37,,,,-3.0,,,,,,,,,,,,,
0,20162017,Anaheim Ducks,National Hockey League,1,7,2,28,34,28,9,1.0,1.0,0.0,-6.0,60.0,3.33,588:39,14.0,2.0,73:57,488:11,0.0,1.0,1.0,26:31,30.0,738.0
0,20162017,San Diego Gulls,AHL,85177,15,5,12,26,12,20,,,,11.0,,,,,,,,,,,,,
0,20172018,Vegas Golden Knights,National Hockey League,1,23,6,14,61,14,29,1.0,1.0,0.0,5.0,144.0,4.17,1241:29,29.0,9.0,155:42,1057:35,0.0,0.0,0.0,28:12,70.0,1511.0
0,20172018,Chicago Wolves,AHL,957,6,5,2,8,2,11,,,,-4.0,,,,,,,,,,,,,
0,20182019,Vegas Golden Knights,National Hockey League,1,25,12,20,79,20,37,4.0,1.0,0.0,-4.0,202.0,5.94,1588:10,27.0,9.0,191:27,1383:22,100.0,1.0,1.0,13:21,91.0,1938.0
0,20182019,Canada,WC,17155,5,2,4,10,4,7,,,,9.0,,,,,,,,,,,,,
0,20192020,Vegas Golden Knights,National Hockey League,1,33,13,25,71,25,46,1.0,4.0,1.0,12.0,219.0,5.9,1579:08,20.0,16.0,220:38,1348:20,0.0,2.0,1.0,10:10,69.0,1833.0
0,20202021,Vegas Golden Knights,National Hockey League,1,34,8,14,53,14,42,0.0,0.0,0.0,28.0,161.0,5.0,1194:57,22.0,15.0,162:34,1019:12,0.0,0.0,0.0,13:11,43.0,1344.0
0,20212022,Vegas Golden Knights,National Hockey League,1,38,14,24,78,24,52,1.0,5.0,0.0,6.0,205.0,6.8,1804:27,37.0,12.0,192:20,1587:47,0.0,3.0,0.0,24:20,97.0,2050.0
