,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Team Newfoundland U14 (ACC),ACC-U14,163930,3,10,8.0,5,8,13,
0,20162017,TriCom Thunder U15 AAA,NLAAAHL U15,184784,12,18,34.0,26,34,30,
0,20172018,All American Prospects U15,WSI U15,136920,4,3,12.0,6,12,7,
0,20172018,Team Newfoundland U15 (ACC),ACC-U15,163871,4,3,8.0,5,8,7,
0,20172018,TriCom Thunder U15 AAA,NLAAAHL U15,184784,37,40,86.0,35,86,77,
0,20182019,Toronto Nationals U18 AAA,TCQ-O,37499,2,0,2.0,7,2,2,
0,20182019,Team Newfoundland,CWG,94465,13,2,12.0,7,12,15,
0,20182019,Toronto Nationals U16 AAA,U16 AAA,117753,53,36,,64,,89,
0,20182019,Toronto Nationals U16 AAA,GTHL U16,117950,23,24,,32,,47,
0,20182019,Team Newfoundland,QGC-16,154245,2,5,4.0,5,4,7,
0,20192020,Gatineau Olympiques,QMJHL,18240,28,18,22.0,57,22,46,-18.0
0,20192020,Canada Black U17,WHC-17,163780,4,3,0.0,5,0,7,
0,20202021,Gatineau Olympiques,QMJHL,18240,10,10,20.0,23,20,20,-4.0
0,20212022,Gatineau Olympiques,QMJHL,18240,31,21,50.0,47,50,52,19.0
