,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points
0,20172018,Pirati Chomutov U16,Czechia U16,85160,3,7,2,22,2,-7.0,10
0,20182019,Pirati Chomutov U16,Czechia U16,85160,27,21,39,35,39,30.0,48
0,20182019,Ustecky kraj U15,MMCR,259236,4,2,10,6,10,,6
0,20192020,Pirati Chomutov U20,DHL Cup,41842,7,1,8,20,8,3.0,8
0,20192020,Pirati Chomutov B U17,Czechia U17 2,140273,1,5,0,1,0,,6
0,20192020,Pirati Chomutov U17,Czechia U17,259032,16,23,8,19,8,17.0,39
0,20202021,HC Energie Karlovy Vary,Czechia,3506,0,0,0,8,0,-5.0,0
0,20202021,SK Trhaci Kadan,Czechia2,16170,0,3,2,10,2,-5.0,3
0,20202021,Czechia U18,WJC-18,17013,0,0,0,4,0,-3.0,0
0,20202021,Pirati Chomutov U20,Czechia U20,42577,2,3,0,5,0,3.0,5
0,20202021,Pirati Chomutov U17,Czechia U17,259032,2,1,0,1,0,1.0,3
0,20212022,HC Energie Karlovy Vary,Czechia,3506,5,9,4,49,4,7.0,14
0,20212022,Czechia U18,WJC-18,17013,2,9,2,6,2,-6.0,11
0,20212022,Czechia U20,WJC-20,17046,6,2,0,7,0,5.0,8
0,20212022,HC Karlovy Vary U20,Czechia U20,35507,2,2,4,2,4,-1.0,4
0,20212022,Czechia U18,Hlinka Gretzky Cup,158320,1,3,2,4,2,1.0,4
