,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Saskatchewan Jr. Pats,Brick Invitational,128866,1,0,0,6,0,1,
0,20152016,Yorkton Terriers U15 AA,SAAHL U15,129536,16,12,8,28,8,28,
0,20162017,Yorkton Terriers U15 AA,SAAHL U15,129536,56,27,30,30,30,83,
0,20162017,Yorkton Maulers U18 AAA,SMAAAHL,181844,2,0,0,2,0,2,
0,20172018,Calgary Hitmen,WHL,6781,0,0,0,3,0,0,-2.0
0,20172018,Yorkton Maulers U18 AAA,SMAAAHL,181844,22,12,24,42,24,34,
0,20182019,Calgary Hitmen,WHL,6781,7,8,16,50,16,15,-6.0
0,20192020,Moose Jaw Warriors,WHL,7741,49,18,16,62,16,67,-40.0
0,20202021,Moose Jaw Warriors,WHL,7741,13,3,4,17,4,16,-11.0
0,20212022,Moose Jaw Warriors,WHL,7741,54,25,36,68,36,79,12.0
