,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Colorado Thunderbirds Bantam AAA,T1EBHL,131329,3,1,0,4,0,4,,,,,,,,,,,,,,,,,
0,20142015,Colorado Thunderbirds U14,Bantam,131475,12,18,38,15,38,30,,,,,,,,,,,,,,,,,
0,20152016,Colorado Thunderbirds 16U AAA,T1EHL 16U,97046,20,18,10,32,10,38,,,,,,,,,,,,,,,,,
0,20162017,Kelowna Rockets,WHL,5531,16,19,25,52,25,35,-2.0,,,,,,,,,,,,,,,,
0,20162017,Canada Black U17,WHC-17,163780,2,0,8,6,8,2,,,,,,,,,,,,,,,,,
0,20172018,Kelowna Rockets,WHL,5531,27,13,31,50,31,40,10.0,,,,,,,,,,,,,,,,
0,20172018,Canada U18,Hlinka Gretzky Cup,144760,1,1,0,5,0,2,,,,,,,,,,,,,,,,,
0,20182019,Kelowna Rockets,WHL,5531,27,36,62,66,62,63,-1.0,,,,,,,,,,,,,,,,
0,20192020,Kelowna Rockets,WHL,5531,18,15,49,27,49,33,5.0,,,,,,,,,,,,,,,,
0,20192020,Canada U20,WJC-20,17216,2,3,29,7,29,5,0.0,,,,,,,,,,,,,,,,
0,20202021,New Jersey Devils,National Hockey League,1,1,1,0,6,0,2,-1.0,58:07,5.0,5.0,0.0,0.0,00:22,57:45,0.0,20.0,0.0,0.0,0.0,0.0,00:00,1.0,86.0
0,20202021,Binghamton Devils,AHL,233827,10,7,6,24,6,17,1.0,,,,,,,,,,,,,,,,
0,20212022,New Jersey Devils,National Hockey League,1,1,3,0,7,0,4,3.0,72:34,10.0,8.0,0.0,0.0,03:48,68:34,0.0,30.0,0.0,0.0,0.0,0.0,00:12,1.0,100.0
0,20212022,Utica Comets,AHL,152247,18,14,48,55,48,32,15.0,,,,,,,,,,,,,,,,
