,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20082009,Team Maryland 13U AAA,AYHL 13U,222449,0,0,0,4,0,0,
0,20092010,Team Maryland 13U AAA,AYHL 13U,222449,6,0,20,28,20,6,
0,20112012,Ohio Blue Jackets 16U AAA,T1EHL 16U,98596,5,0,16,22,16,5,
0,20112012,TPH Thunder 16U AAA,T1EHL 16U,125276,3,0,4,12,4,3,
0,20122013,Ohio Blue Jackets 18U AAA,T1EHL 18U,23607,11,2,32,40,32,13,
0,20132014,Cedar Rapids RoughRiders,USHL,8756,0,0,4,11,4,0,-4.0
0,20132014,Sioux City Musketeers,USHL,9956,6,2,24,34,24,8,12.0
0,20132014,USA U18,Hlinka Gretzky Cup,140070,0,0,2,5,2,0,-1.0
0,20142015,Sioux City Musketeers,USHL,9956,2,2,14,12,14,4,11.0
0,20162017,Michigan State Univ.,NCAA,12130,8,3,24,33,24,11,-11.0
0,20172018,Michigan State Univ.,NCAA,12130,10,1,54,36,54,11,-4.0
0,20182019,Michigan State Univ.,NCAA,12130,12,4,33,36,33,16,1.0
0,20192020,Michigan State Univ.,NCAA,12130,13,4,22,36,22,17,-5.0
0,20192020,Texas Stars,AHL,45177,1,1,2,2,2,2,2.0
0,20202021,Texas Stars,AHL,45177,6,1,34,36,34,7,0.0
0,20212022,Texas Stars,AHL,45177,10,4,83,65,83,14,6.0
