,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Ohio Blue Jackets Bantam Major,T1EBHL,162269,22,5,0,24,0,0.0,27,,,,,,,,,,,,,,,,
0,20122013,Ohio Blue Jackets  U16,T1EHL U16,98068,10,10,4,40,4,0.0,20,,,,,,,,,,,,,,,,
0,20132014,Ohio Blue Jackets  U16,T1EHL U16,98068,19,14,18,36,18,0.0,33,,,,,,,,,,,,,,,,
0,20142015,Ohio Blue Jackets U18,T1EHL U18,23077,30,21,43,32,43,0.0,51,,,,,,,,,,,,,,,,
0,20142015,Tri-City Storm,USHL,27178,1,0,0,2,0,-1.0,1,,,,,,,,,,,,,,,,
0,20152016,Tri-City Storm,USHL,28026,19,32,47,56,47,10.0,51,,,,,,,,,,,,,,,,
0,20152016,USA U19,WJAC-19,87412,1,1,0,5,0,,2,,,,,,,,,,,,,,,,
0,20162017,Miami Univ. (Ohio),NCAA,13040,16,10,14,32,14,-2.0,26,,,,,,,,,,,,,,,,
0,20172018,Miami Univ. (Ohio),NCAA,13040,4,6,48,34,48,-22.0,10,,,,,,,,,,,,,,,,
0,20182019,Ohio State Univ.,NCAA,16050,13,9,26,36,26,4.0,22,,,,,,,,,,,,,,,,
0,20192020,Ohio State Univ.,NCAA,16050,14,17,26,35,26,8.0,31,,,,,,,,,,,,,,,,
0,20202021,Cleveland Monsters,AHL,22447,11,9,13,26,13,-2.0,20,,,,,,,,,,,,,,,,
0,20212022,Columbus Blue Jackets,National Hockey League,1,2,1,6,13,6,0.0,3,106:57,13.0,27.0,0.0,0.0,00:05,105:34,0.0,7.7,0.0,0.0,0.0,0.0,01:18,2.0,155.0
0,20212022,Cleveland Monsters,AHL,22447,11,16,63,57,63,-15.0,27,,,,,,,,,,,,,,,,
