,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Valley (Kings Mutual) Wildcats,NSMBHL,125354,31,23,10,35,10,0.0,54,,,,,,,,,,,,,,,,
0,20122013,Valley (Kings Mutual) Wildcats,NSMBHL,125354,28,25,16,31,16,0.0,53,,,,,,,,,,,,,,,,
0,20132014,Valley Wildcats,NSMMHL,71802,2,3,2,6,2,0.0,5,,,,,,,,,,,,,,,,
0,20132014,OHA Gold Mavericks Midget AAA,OEMHL,100997,2,0,0,3,0,0.0,2,,,,,,,,,,,,,,,,
0,20132014,OHA Mavericks Minor Midget AAA,OEMMHL,101076,10,7,18,19,18,0.0,17,,,,,,,,,,,,,,,,
0,20142015,Valley Wildcats,NSMMHL,71802,26,20,44,34,44,0.0,46,,,,,,,,,,,,,,,,
0,20152016,Cape Breton Eagles,QMJHL,9690,2,0,2,10,2,-1.0,2,,,,,,,,,,,,,,,,
0,20152016,Valley Wildcats,MJAHL,155239,15,4,18,28,18,,19,,,,,,,,,,,,,,,,
0,20162017,Cape Breton Eagles,QMJHL,9690,36,22,70,61,70,16.0,58,,,,,,,,,,,,,,,,
0,20172018,Cape Breton Eagles,QMJHL,9690,22,17,39,24,39,-8.0,39,,,,,,,,,,,,,,,,
0,20172018,Canada U20,WJC-20,17216,0,7,4,7,4,2.0,7,,,,,,,,,,,,,,,,
0,20172018,Blainville-Boisbriand Armada,QMJHL,102710,26,12,26,27,26,20.0,38,,,,,,,,,,,,,,,,
0,20182019,Ottawa Senators,National Hockey League,1,6,3,6,20,6,-2.0,9,268:18,18.0,17.0,2.0,3.0,37:31,230:47,75.0,16.67,2.0,0.0,0.0,0.0,00:00,21.0,338.0
0,20182019,Belleville Senators,AHL,227817,40,22,39,59,39,15.0,62,,,,,,,,,,,,,,,,
0,20192020,Ottawa Senators,National Hockey League,1,7,3,13,23,13,-12.0,10,357:57,32.0,51.0,1.0,6.0,51:11,306:28,57.14,9.4,0.0,0.0,0.0,0.0,00:18,11.0,500.0
0,20192020,Belleville Senators,AHL,227817,38,16,24,44,24,14.0,54,,,,,,,,,,,,,,,,
0,20202021,Ottawa Senators,National Hockey League,1,17,17,8,56,8,-17.0,34,922:32,111.0,102.0,5.0,15.0,181:13,740:59,38.46,15.3,3.0,0.0,0.0,0.0,00:20,29.0,1161.0
0,20212022,Ottawa Senators,National Hockey League,1,27,17,32,46,32,4.0,44,870:43,110.0,89.0,3.0,14.0,150:30,719:14,41.86,15.5,3.0,1.0,0.0,0.0,00:59,15.0,1061.0
0,20212022,Canada,WC,17155,11,3,6,10,6,8.0,14,,,,,,,,,,,,,,,,
