,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Atlantic Jr. Selects,Brick Invitational,128906,2,0,6,6,6,2,
0,20152016,Team New Brunswick U14 (ACC),ACC-U14,163920,0,2,2,5,2,2,
0,20152016,Dieppe Flyers U15 AAA,NBU15MHL,168395,15,6,34,31,34,21,
0,20162017,Moncton Flyers U18 AAA,NBPEIMU18HL,49126,0,0,0,1,0,0,
0,20162017,Team New Brunswick U15 (ACC),ACC-U15,163891,3,0,4,5,4,3,
0,20162017,Dieppe Flyers U15 AAA,NBU15MHL,168395,26,20,28,27,28,46,
0,20172018,Moncton Flyers U18 AAA,NBPEIMU18HL,49126,28,15,26,35,26,43,
0,20182019,Charlottetown Islanders,QMJHL,46620,21,15,46,63,46,36,24.0
0,20182019,Canada Red U17,WHC-17,163770,0,0,2,6,2,0,
0,20192020,Charlottetown Islanders,QMJHL,46620,30,6,28,44,28,36,12.0
0,20192020,Canada U18,Hlinka Gretzky Cup,144760,0,0,2,5,2,0,1.0
0,20202021,Charlottetown Islanders,QMJHL,46620,38,16,36,39,36,54,35.0
0,20212022,Canada U20,WJC-20,17216,4,1,0,7,0,5,2.0
0,20212022,Charlottetown Islanders,QMJHL,46620,48,33,60,62,60,81,40.0
