,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,shots,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Van. NW Giants,BCMML,1,24,30,44,39,44,54,,,,,,,,,,,,,,,,,
0,20092010,Westside,BCHL,1,16,6,29,58,29,22,3.0,1.0,0.0,,,,,,,,,,,,,,
0,20102011,Kelowna,WHL,1,24,17,46,63,46,41,5.0,,1.0,15.0,,,,,,,,,,,,,
0,20112012,Kelowna,WHL,1,15,26,62,58,62,41,13.0,,2.0,-14.0,,,,,,,,,,,,,
0,20122013,Kelowna,WHL,1,39,28,54,61,54,67,7.0,,2.0,43.0,,,,,,,,,,,,,
0,20132014,Nashville Predators,National Hockey League,1,3,1,4,17,4,4,0.0,0.0,0.0,0.0,180:30,13.0,9.0,0.0,00:02,168:33,48.61,7.69,0.0,0.0,11:55,9.0,262.0
0,20132014,Milwaukee,AHL,2,19,25,8,62,8,44,6.0,6.0,2.0,-3.0,,158.0,,,,,,15.8,,,,,
0,20142015,Milwaukee,AHL,1,17,25,27,76,27,42,6.0,4.0,0.0,0.0,,188.0,,,,,,13.3,,,,,
0,20152016,Nashville Predators,National Hockey League,1,2,4,12,34,12,6,0.0,0.0,0.0,5.0,338:37,25.0,35.0,0.0,02:20,299:33,55.95,16.0,0.0,0.0,36:44,20.0,507.0
0,20152016,Milwaukee,AHL,2,11,8,31,38,31,19,3.0,1.0,0.0,-3.0,,81.0,,,,,,9.9,,,,,
0,20152016,Milwaukee Admirals,AHL,1017,11,8,31,38,31,19,,,,-3.0,,,,,,,,,,,,,
0,20162017,Nashville Predators,National Hockey League,1,2,8,12,58,12,10,0.0,1.0,1.0,11.0,645:08,42.0,104.0,0.0,04:02,587:57,50.0,19.05,0.0,1.0,53:09,24.0,981.0
0,20172018,Nashville Predators,National Hockey League,1,18,9,42,81,42,27,1.0,4.0,0.0,2.0,1303:38,120.0,136.0,7.0,157:04,959:08,55.29,7.5,0.0,3.0,187:26,49.0,1832.0
0,20182019,Nashville Predators,National Hockey League,1,15,15,23,75,23,30,1.0,3.0,0.0,20.0,1203:19,111.0,109.0,2.0,87:31,967:34,53.09,13.51,1.0,1.0,148:14,52.0,1652.0
0,20192020,Nashville Predators,National Hockey League,1,6,9,20,57,20,15,0.0,2.0,1.0,-2.0,816:52,52.0,84.0,0.0,12:11,670:38,51.27,17.3,0.0,1.0,134:03,41.0,1124.0
0,20202021,Nashville Predators,National Hockey League,1,7,8,18,54,18,15,0.0,0.0,1.0,2.0,775:01,58.0,74.0,0.0,08:36,639:46,53.98,13.8,0.0,2.0,126:39,27.0,1077.0
0,20212022,Nashville Predators,National Hockey League,1,21,7,30,79,30,28,1.0,0.0,0.0,2.0,1276:49,87.0,188.0,4.0,34:21,1011:49,55.65,8.0,0.0,0.0,230:39,44.0,1696.0
