,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,IK Oskarshamn U16,U16 Div.2,159500,11,14,0,16,0,25,
0,20132014,IK Oskarshamn U16,U16 Div.1,159236,3,4,7,12,7,7,
0,20142015,Linköping HC U16,U16 Elit,43736,11,3,2,25,2,14,
0,20152016,IK Oskarshamn,HockeyAllsvenskan,1540,0,0,0,1,0,0,0.0
0,20152016,IK Oskarshamn J18,J18 Region,24778,31,8,8,34,8,39,-8.0
0,20162017,Linköping HC J20,J20 Nationell,5939,5,4,2,29,2,9,2.0
0,20162017,Linköping HC J18,J18 Region,9358,6,9,8,12,8,15,10.0
0,20162017,Linköping HC J18,J18 Nationell,10118,11,10,27,10,27,21,12.0
0,20172018,Linköping HC,SHL,859,2,5,2,26,2,7,4.0
0,20172018,IK Oskarshamn,HockeyAllsvenskan,1540,1,1,0,2,0,2,0.0
0,20172018,Linköping HC J20,J20 Nationell,5939,12,10,10,26,10,22,12.0
0,20182019,Linköping HC,SHL,859,7,5,10,51,10,12,-3.0
0,20182019,Linköping HC J20,J20 Nationell,5939,4,3,4,5,4,7,0.0
0,20192020,Linköping HC,SHL,859,12,9,4,51,4,21,-3.0
0,20202021,Färjestad BK,SHL,839,12,9,14,46,14,21,2.0
0,20212022,Växjö Lakers HC,Champions HL,3502,6,3,8,8,8,9,2.0
0,20212022,Växjö Lakers HC,SHL,4189,20,14,6,47,6,34,-2.0
