,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,CSKA Moskva U16,Russia U16,184907,20,17,12,35,12,37,
0,20162017,CSKA Moskva U17,Russia U17,184418,14,10,4,23,4,24,
0,20162017,CSKA Moskva U18,Russia U18,259189,4,5,6,13,6,9,
0,20172018,Kapitan Stupino,MHL,19502,9,4,18,34,18,13,-19.0
0,20182019,Kapitan Stupino,MHL,19502,24,22,18,64,18,46,-2.0
0,20192020,Kapitan Stupino,MHL,19502,1,1,6,10,6,2,-3.0
0,20192020,HK Tambov,VHL,23837,0,0,0,6,0,0,0.0
0,20192020,Youngstown Phantoms,USHL,27206,27,6,4,36,4,33,-15.0
0,20202021,Youngstown Phantoms,USHL,27206,26,14,14,38,14,40,-8.0
0,20212022,Providence Bruins,AHL,897,4,1,8,8,8,5,-1.0
0,20212022,Ohio State Univ.,NCAA,16050,14,20,10,36,10,34,18.0
