,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Det. Belle Tire,T1EHL,1,15,5,10,31,10,20,,,,,,,,,,,,,,,,,
0,20082009,Det. Belle Tire,Exhib.,2,2,0,15,3,15,2,,,,,,,,,,,,,,,,,
0,20092010,Det. Belle Tire,T1EHL,1,25,5,42,47,42,30,,,,,,,,,,,,,,,,,
0,20092010,Det. Belle Tire,Exhib.,2,3,1,4,6,4,4,,,,,,,,,,,,,,,,,
0,20102011,Sioux Falls,USHL,1,13,2,16,54,16,15,40.0,0.0,5.0,0.0,0.0,8.0,,,,,,,,,,,
0,20112012,Western Mich.,CCHA,1,6,2,8,41,8,8,,0.0,,0.0,0.0,,,,,,,,,,,,
0,20122013,Western Mich.,CCHA,1,6,3,14,38,14,9,,0.0,,1.0,0.0,,,,,,,,,,,,
0,20132014,Western Mich.,NCHC,1,15,2,27,34,27,17,,0.0,,0.0,0.0,,,,,,,,,,,,
0,20132014,Oklahoma City,AHL,2,0,1,2,4,2,1,5.0,1.0,20.0,0.0,0.0,-3.0,,,,,,,,,,,
0,20142015,Edmonton Oilers,National Hockey League,1,1,0,0,6,0,1,7.0,0.0,0.0,0.0,0.0,-4.0,88:10,2.0,0.0,05:21,81:55,0.0,0.0,0.0,00:54,3.0,107.0
0,20142015,Oklahoma City,AHL,2,17,8,8,65,8,25,108.0,1.0,7.4,3.0,1.0,-6.0,,,,,,,,,,,
0,20152016,Edmonton Oilers,National Hockey League,1,5,0,0,17,0,5,24.0,0.0,0.0,0.0,0.0,1.0,368:43,11.0,0.0,32:37,313:55,0.0,0.0,0.0,22:11,26.0,460.0
0,20152016,Bakersfield,AHL,2,21,4,10,44,10,25,71.0,2.0,5.6,1.0,1.0,1.0,,,,,,,,,,,
0,20152016,Bakersfield Condors,AHL,7257,21,4,10,44,10,25,,,,,,1.0,,,,,,,,,,,
0,20162017,Edmonton Oilers,National Hockey League,1,0,0,0,2,0,0,2.0,0.0,0.0,0.0,0.0,-1.0,34:34,2.0,0.0,00:36,33:58,0.0,0.0,0.0,00:00,3.0,43.0
0,20162017,Bakersfield Condors,AHL,7257,25,7,10,44,10,32,,,,,,3.0,,,,,,,,,,,
0,20172018,Chicago Blackhawks,National Hockey League,1,10,5,8,55,8,15,99.0,1.0,5.05,0.0,0.0,-11.0,1128:21,62.0,3.0,58:52,1032:16,0.0,0.0,0.0,37:13,97.0,1412.0
0,20172018,USA,WC,17215,1,0,0,1,0,1,,,,,,3.0,,,,,,,,,,,
0,20182019,Arizona Coyotes,National Hockey League,1,14,6,12,71,12,20,77.0,3.0,7.79,0.0,0.0,-3.0,1341:37,58.0,7.0,125:45,1141:48,0.0,0.0,0.0,74:04,139.0,1645.0
0,20192020,Arizona Coyotes,National Hockey League,1,10,3,14,58,14,13,69.0,0.0,4.3,0.0,0.0,-9.0,986:51,48.0,2.0,57:27,891:23,0.0,0.0,0.0,38:01,88.0,1250.0
0,20202021,Arizona Coyotes,National Hockey League,1,10,1,10,43,10,11,38.0,1.0,2.6,0.0,0.0,-10.0,769:45,45.0,4.0,65:38,652:12,100.0,0.0,0.0,51:55,64.0,994.0
0,20212022,Detroit Red Wings,National Hockey League,1,6,2,4,45,4,8,63.0,0.0,3.2,1.0,0.0,-7.0,822:55,27.0,0.0,13:43,761:29,0.0,1.0,0.0,47:43,44.0,929.0
