,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Tor. Marlboros,GTHL,1,78,65,8,60,8,143,,,,,,,,,,,,,,,,,
0,20132014,Erie,OHL,1,29,10,11,60,11,39,2.0,4.0,0.0,17.0,,,,,,,,,,,,,
0,20142015,Erie,OHL,1,84,45,32,68,32,129,14.0,8.0,0.0,47.0,,,,,,,,,,,,,
0,20152016,Erie,OHL,1,74,37,44,56,44,111,9.0,8.0,1.0,23.0,229.0,16.2,,,,,,,,,,,
0,20152016,Canada,WJC-A,2,2,4,4,5,4,6,2.0,0.0,0.0,1.0,24.0,,,,,,,,,,,,
0,20152016,Erie Otters,OHL,9398,74,37,44,56,44,111,,,,23.0,,,,,,,,,,,,,
0,20152016,Canada U20,WJC-20,17216,2,4,4,5,4,6,,,,1.0,,,,,,,,,,,,,
0,20162017,Arizona Coyotes,National Hockey League,1,1,0,0,7,0,1,0.0,0.0,0.0,-5.0,6.0,0.0,95:47,3.0,0.0,14:22,81:15,40.26,0.0,0.0,00:10,2.0,130.0
0,20162017,Erie Otters,M-Cup,9181,4,7,8,5,8,11,,,,3.0,,,,,,,,,,,,,
0,20162017,Erie Otters,OHL,9398,53,22,18,35,18,75,,,,36.0,,,,,,,,,,,,,
0,20162017,Canada U20,WJC-20,17216,7,3,0,7,0,10,,,,1.0,,,,,,,,,,,,,
0,20172018,Arizona Coyotes,National Hockey League,1,5,4,8,21,8,9,1.0,0.0,0.0,4.0,30.0,13.33,271:53,7.0,1.0,31:49,238:25,42.99,0.0,0.0,01:39,12.0,382.0
0,20172018,Tucson Roadrunners,AHL,218897,31,22,28,50,28,53,,,,8.0,,,,,,,,,,,,,
0,20182019,Arizona Coyotes,National Hockey League,1,3,3,6,20,6,6,3.0,1.0,0.0,-10.0,40.0,7.5,270:38,2.0,4.0,48:38,221:23,57.98,0.0,0.0,00:37,9.0,369.0
0,20182019,Chicago Blackhawks,National Hockey League,2,34,17,14,58,14,51,3.0,2.0,0.0,2.0,105.0,16.19,989:24,11.0,12.0,185:00,803:11,44.92,0.0,0.0,01:13,37.0,1142.0
0,20182019,Canada,WC,17155,4,1,2,10,2,5,,,,1.0,,,,,,,,,,,,,
0,20192020,Chicago Blackhawks,National Hockey League,1,26,12,16,58,16,38,2.0,2.0,0.0,1.0,97.0,12.4,924:31,23.0,8.0,151:02,772:01,47.68,0.0,0.0,01:28,29.0,1085.0
0,20202021,Chicago Blackhawks,National Hockey League,1,8,9,14,40,14,17,4.0,1.0,0.0,-16.0,71.0,12.7,620:32,8.0,7.0,121:23,497:48,47.03,0.0,0.0,01:21,19.0,713.0
0,20212022,Chicago Blackhawks,National Hockey League,1,26,22,28,69,28,48,5.0,2.0,0.0,-6.0,126.0,17.5,1203:24,11.0,16.0,186:35,1015:04,52.33,0.0,0.0,01:45,33.0,1402.0
