,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Esther-Blondin,QAAA,1,9,2,49,41,49,11,,,,,,,,,,,,,,,,,
0,20092010,Montreal,QMJHL,1,14,2,22,43,22,16,1.0,1.0,0.0,4.0,,,,,,,,,,,,,
0,20102011,Montreal,QMJHL,1,35,8,44,67,44,43,2.0,0.0,0.0,27.0,135.0,5.93,,,,,,,,,,,
0,20112012,Blainville-Bois.,QMJHL,1,39,21,67,63,67,60,10.0,1.0,2.0,16.0,,,,,,,,,,,,,
0,20122013,Blainville-Bois.,QMJHL,1,31,10,44,50,44,41,9.0,0.0,0.0,14.0,166.0,6.02,,,,,,,,,,,
0,20122013,Canada,WJC-A,2,2,1,2,6,2,3,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,20132014,Detroit Red Wings,National Hockey League,1,0,0,2,4,2,0,0.0,0.0,0.0,0.0,4.0,0.0,58:17,7.0,0.0,00:21,53:56,0.0,0.0,0.0,04:00,1.0,77.0
0,20132014,Grand Rapids,AHL,2,13,4,22,70,22,17,0.0,1.0,0.0,3.0,92.0,4.3,,,,,,,,,,,
0,20142015,Detroit Red Wings,National Hockey League,1,1,2,2,21,2,3,0.0,0.0,0.0,4.0,27.0,7.41,344:12,11.0,0.0,03:05,329:20,0.0,0.0,0.0,11:47,13.0,477.0
0,20142015,Grand Rapids,AHL,2,15,1,24,52,24,16,0.0,0.0,0.0,0.0,110.0,0.9,,,,,,,,,,,
0,20152016,Detroit Red Wings,National Hockey League,1,1,0,2,5,2,1,0.0,0.0,0.0,-2.0,4.0,0.0,81:13,5.0,0.0,00:00,75:34,0.0,0.0,0.0,05:39,3.0,112.0
0,20152016,Grand Rapids,AHL,2,25,4,66,61,66,29,1.0,2.0,0.0,18.0,144.0,2.8,,,,,,,,,,,
0,20152016,Grand Rapids Griffins,AHL,987,25,4,66,61,66,29,,,,18.0,,,,,,,,,,,,,
0,20162017,Detroit Red Wings,National Hockey League,1,9,3,51,66,51,12,0.0,0.0,0.0,2.0,89.0,3.37,1186:13,73.0,0.0,06:07,1053:29,0.0,0.0,0.0,126:37,87.0,1519.0
0,20172018,Detroit Red Wings,National Hockey League,1,7,0,6,45,6,7,0.0,0.0,0.0,-3.0,57.0,0.0,623:36,36.0,0.0,01:16,566:14,0.0,0.0,0.0,56:06,43.0,823.0
0,20182019,Montréal Canadiens,National Hockey League,1,3,0,13,19,13,3,0.0,0.0,0.0,-3.0,32.0,0.0,323:13,32.0,0.0,01:25,296:19,0.0,0.0,0.0,25:29,30.0,407.0
0,20182019,Laval Rocket,AHL,222817,21,7,20,47,20,28,,,,-11.0,,,,,,,,,,,,,
0,20192020,Montréal Canadiens,National Hockey League,1,2,0,4,12,4,2,0.0,0.0,0.0,0.0,8.0,0.0,166:46,24.0,0.0,00:00,155:25,0.0,0.0,0.0,11:21,15.0,214.0
0,20192020,Laval Rocket,AHL,222817,15,9,13,39,13,24,,,,-10.0,,,,,,,,,,,,,
0,20202021,Montréal Canadiens,National Hockey League,1,0,0,2,6,2,0,0.0,0.0,0.0,-1.0,5.0,0.0,86:42,17.0,0.0,01:02,83:06,0.0,0.0,0.0,02:34,8.0,115.0
0,20202021,Laval Rocket,AHL,222817,1,3,11,19,11,4,,,,0.0,,,,,,,,,,,,,
0,20212022,Laval Rocket,AHL,222817,33,8,47,61,47,41,,,,-5.0,,,,,,,,,,,,,
