,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Shattuck St. Mary's 18U AA,18U AA,110927,26,34,88.0,51,88,60,
0,20142015,Team Grey,USA-S15,178273,1,1,,5,,2,
0,20152016,Shattuck St. Mary's 16U AAA,16U AAA,108235,32,29,60.0,51,60,61,
0,20152016,Team Kelly,USA-S16,177794,1,3,6.0,5,6,4,
0,20162017,Shattuck St. Mary's 18U Prep,USHS-Prep,23882,33,33,56.0,56,56,66,
0,20162017,Team Grey,USA-S17,177425,2,3,,5,,5,
0,20172018,Waterloo Black Hawks,USHL,9996,27,16,91.0,58,91,43,11.0
0,20182019,Univ. of Massachusetts,NCAA,11300,15,13,31.0,39,31,28,9.0
0,20192020,Univ. of Massachusetts,NCAA,11300,11,9,20.0,34,20,20,21.0
0,20202021,Univ. of Massachusetts,NCAA,11300,23,11,12.0,29,12,34,21.0
0,20212022,Hartford Wolf Pack,AHL,847,2,1,6.0,11,6,3,-4.0
0,20212022,Univ. of Massachusetts,NCAA,11300,29,20,28.0,37,28,49,22.0
