,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20082009,Färjestad BK U16,U16 SM,43127,0,0,6,3,6,0,
0,20092010,Färjestad BK J18,J18 Region,7098,1,0,2,6,2,1,
0,20092010,Färjestad BK J18,J18 Nationell,7858,2,0,0,12,0,2,
0,20092010,Värmland,TV-Pucken,11116,0,3,8,8,8,3,
0,20102011,Skåre BK,HockeyEttan,4401,0,0,0,4,0,0,
0,20102011,Färjestad BK J18,J18 Region,7098,9,8,26,19,26,17,
0,20102011,Färjestad BK J18,J18 Nationell,7858,5,2,18,18,18,7,
0,20112012,Frölunda HC J20,J20 Nationell,5919,21,8,50,46,50,29,1.0
0,20112012,Frölunda HC J18,J18 Nationell,7958,1,1,0,3,0,2,5.0
0,20112012,Sweden U18,Hlinka Gretzky Cup,158290,0,0,4,5,4,0,0.0
0,20122013,Frölunda HC,SHL,919,1,1,10,31,10,2,-9.0
0,20122013,Frölunda HC J20,J20 Nationell,5919,8,4,51,19,51,12,14.0
0,20132014,Frölunda HC,ET,367,0,0,0,5,0,0,
0,20132014,Frölunda HC,SHL,919,0,1,14,22,14,1,-3.0
0,20132014,Mora IK,HockeyAllsvenskan,1520,2,4,28,23,28,6,0.0
0,20132014,Frölunda HC J20,J20 Nationell,5919,0,0,0,1,0,0,0.0
0,20142015,Växjö Lakers HC,Champions HL,3502,0,0,2,5,2,0,0.0
0,20142015,Växjö Lakers HC,SHL,4189,0,5,43,44,43,5,2.0
0,20152016,Växjö Lakers HC,Champions HL,3502,0,0,4,6,4,0,-1.0
0,20152016,Växjö Lakers HC,SHL,4189,2,7,10,51,10,9,2.0
0,20162017,Luleå HF,Champions HL,182,1,0,4,3,4,1,2.0
0,20162017,Luleå HF,SHL,869,0,1,20,25,20,1,-1.0
0,20172018,Färjestad BK,SHL,839,0,2,2,7,2,2,0.0
0,20172018,Luleå HF,SHL,869,1,1,39,42,39,2,-2.0
0,20182019,Färjestad BK,SHL,839,7,12,28,47,28,19,15.0
0,20192020,Färjestad BK,Champions HL,152,1,2,25,8,25,3,0.0
0,20192020,Färjestad BK,SHL,839,16,19,50,49,50,35,12.0
0,20192020,Sweden,EHT,89816,0,0,4,5,4,0,0.0
0,20202021,Färjestad BK,SHL,839,2,0,8,9,8,2,-2.0
0,20212022,Färjestad BK,SHL,839,15,15,53,44,53,30,6.0
0,20212022,Sweden,OG,8302,0,0,0,5,0,0,-2.0
