,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,KJK U16,U16 Aluesarja,130010,40,42,14,26,14,82,,,,,,,,,,,,,,,,,
0,20152016,Ässät U16,U16 SM-sarja,81353,10,7,12,17,12,17,,,,,,,,,,,,,,,,,
0,20152016,KJK U16,U16 Suomi-sarja,130033,1,2,0,2,0,3,,,,,,,,,,,,,,,,,
0,20152016,Finland Selects U15,WSI U15,206330,2,1,0,5,0,3,,,,,,,,,,,,,,,,,
0,20162017,Ässät U18,U18 SM-sarja,25891,17,4,10,35,10,21,,,,,,,,,,,,,,,,,
0,20172018,Ässät U18,U18 SM-sarja,25891,16,6,16,17,16,22,,,,,,,,,,,,,,,,,
0,20172018,Ässät U20,U20 SM-sarja,25910,14,3,12,33,12,17,4.0,,,,,,,,,,,,,,,,
0,20172018,Finland U17,WHC-17,61280,3,0,0,5,0,3,,,,,,,,,,,,,,,,,
0,20182019,Lukko,Liiga,939,12,2,26,34,26,14,7.0,,,,,,,,,,,,,,,,
0,20182019,Finland U18,WJC-18,17093,3,1,10,5,10,4,-1.0,,,,,,,,,,,,,,,,
0,20182019,Finland U20,WJC-20,17116,1,1,2,5,2,2,3.0,,,,,,,,,,,,,,,,
0,20182019,Lukko U20,U20 SM-sarja,20940,8,1,2,9,2,9,-2.0,,,,,,,,,,,,,,,,
0,20182019,Finland U18,Hlinka Gretzky Cup,158280,2,0,0,4,0,2,,,,,,,,,,,,,,,,,
0,20192020,Winnipeg Jets,National Hockey League,1,4,1,4,8,4,5,3.0,144:30,10.0,3.0,0.0,1.0,07:10,136:43,0.0,10.0,0.0,0.0,0.0,0.0,00:37,5.0,177.0
0,20192020,Manitoba Moose,AHL,877,1,0,0,3,0,1,-2.0,,,,,,,,,,,,,,,,
0,20192020,Lukko,Liiga,939,7,0,12,29,12,7,13.0,,,,,,,,,,,,,,,,
0,20192020,Finland U20,WJC-20,17116,5,0,8,7,8,5,1.0,,,,,,,,,,,,,,,,
0,20202021,Winnipeg Jets,National Hockey League,1,0,0,2,5,2,0,-2.0,77:39,9.0,2.0,0.0,0.0,03:30,73:02,0.0,0.0,0.0,0.0,0.0,0.0,01:07,9.0,106.0
0,20202021,Manitoba Moose,AHL,877,7,4,4,19,4,11,4.0,,,,,,,,,,,,,,,,
0,20202021,Lukko,Liiga,939,13,1,4,19,4,14,10.0,,,,,,,,,,,,,,,,
0,20202021,Finland U20,WJC-20,17116,4,0,4,7,4,4,3.0,,,,,,,,,,,,,,,,
0,20212022,Winnipeg Jets,National Hockey League,1,5,0,10,12,10,5,-2.0,178:43,25.0,9.0,0.0,0.0,08:13,169:52,0.0,0.0,0.0,0.0,0.0,0.0,00:38,7.0,232.0
0,20212022,Manitoba Moose,AHL,877,21,5,18,41,18,26,7.0,,,,,,,,,,,,,,,,
