,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Moncton Flyers Midget AAA,NBPEIMMHL,48349,12,2,26,35,26,0,14,,,,,,,,,,,,,,,,
0,20132014,Rouyn-Noranda,QMJHL,1,4,0,11,46,11,10,4,26.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20142015,Rouyn-Noranda,QMJHL,1,6,2,55,60,55,14,8,71.0,1.0,2.8,0.0,1.0,,,,,,,,,,,
0,20152016,Rouyn-Noranda,QMJHL,1,28,17,44,63,44,52,45,,4.0,,3.0,2.0,,,,,,,,,,,
0,20152016,Rouyn-Noranda Huskies,M-Cup,9401,1,1,4,5,4,3,2,,,,,,,,,,,,,,,,
0,20152016,Rouyn-Noranda Huskies,QMJHL,9660,28,17,44,63,44,52,45,,,,,,,,,,,,,,,,
0,20162017,Rouyn-Noranda Huskies,QMJHL,9660,25,10,46,34,46,21,35,,,,,,,,,,,,,,,,
0,20162017,Canada U20,WJC-20,17216,3,0,4,4,4,1,3,,,,,,,,,,,,,,,,
0,20172018,Lehigh Valley Phantoms,AHL,173347,16,5,54,50,54,12,21,,,,,,,,,,,,,,,,
0,20182019,Philadelphia Flyers,National Hockey League,1,1,1,2,21,2,-5,2,25.0,0.0,4.0,0.0,0.0,322:42,42.0,0.0,02:22,305:10,0.0,0.0,0.0,15:10,8.0,409.0
0,20182019,Canada,WC,17155,1,0,0,7,0,0,1,,,,,,,,,,,,,,,,
0,20182019,Lehigh Valley Phantoms,AHL,173347,24,9,78,53,78,9,33,,,,,,,,,,,,,,,,
0,20192020,Philadelphia Flyers,National Hockey League,1,12,4,30,50,30,17,16,78.0,0.0,5.1,0.0,0.0,855:21,80.0,0.0,07:08,831:01,0.0,0.0,0.0,17:12,44.0,1176.0
0,20192020,Lehigh Valley Phantoms,AHL,173347,4,0,4,6,4,8,4,,,,,,,,,,,,,,,,
0,20202021,Philadelphia Flyers,National Hockey League,1,10,1,22,44,22,-10,11,77.0,0.0,1.3,0.0,0.0,830:26,69.0,0.0,02:48,763:26,0.0,0.0,0.0,64:12,40.0,1120.0
0,20212022,Nashville Predators,National Hockey League,1,3,1,12,27,12,5,4,28.0,0.0,3.6,0.0,0.0,401:43,50.0,0.0,00:32,374:21,0.0,0.0,0.0,26:50,17.0,526.0
0,20212022,Toronto Marlies,AHL,13377,5,2,23,16,23,-3,7,,,,,,,,,,,,,,,,
