,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Los Angeles Selects HC 14U AAA,14U AAA,123328,6,7,4,10,4,13,
0,20122013,Honeybaked 14U AAA,HPHL 14U,123299,25,15,12,23,12,40,
0,20132014,Honeybaked 16U AAA,HPHL 16U,104461,21,9,22,22,22,30,
0,20142015,U.S. National U17 Team,USDP,19734,20,13,40,55,40,33,
0,20142015,USNTDP Juniors,USHL,52486,11,9,12,35,12,20,-9.0
0,20142015,USA U17,WHC-17,61270,5,1,16,6,16,6,
0,20152016,U.S. National U18 Team,USDP,19564,6,7,32,43,32,13,
0,20152016,USNTDP Juniors,USHL,52486,2,1,16,18,16,3,-2.0
0,20162017,Michigan State Univ.,NCAA,12130,11,7,20,35,20,18,-11.0
0,20172018,Michigan State Univ.,NCAA,12130,19,13,35,36,35,32,-8.0
0,20182019,Michigan State Univ.,NCAA,12130,19,18,30,36,30,37,6.0
0,20192020,Hartford Wolf Pack,AHL,847,0,0,0,1,0,0,-2.0
0,20192020,Michigan State Univ.,NCAA,12130,17,16,20,36,20,33,0.0
0,20202021,Hartford Wolf Pack,AHL,847,7,3,4,22,4,10,1.0
0,20212022,Hartford Wolf Pack,AHL,847,17,10,39,66,39,27,-5.0
