,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Dynamo Moskva Selects U15,WSI U15,238980,1,2,0,7,0,3,
0,20172018,Dynamo Moskva U17,Russia U17,184008,3,5,2,4,2,8,
0,20172018,Dynamo Moskva U16,Russia U16,184827,4,8,8,15,8,12,
0,20172018,Dynamo Moskva U18,Russia U18,241839,4,2,10,8,10,6,
0,20182019,MHK Dynamo Moskva,MHL,49602,2,0,2,5,2,2,0.0
0,20182019,Dynamo Moskva U17,Russia U17,184008,11,8,12,19,12,19,
0,20182019,Dynamo Moskva U18,Russia U18,241839,6,3,28,8,28,9,
0,20192020,MHK Dynamo Moskva,MHL,49602,16,2,24,34,24,18,10.0
0,20202021,MHK Dynamo Moskva,MHL,49602,37,36,90,61,90,73,42.0
0,20212022,MHK Dynamo Moskva,MHL,49602,30,26,40,51,40,56,23.0
0,20212022,Dynamo Moskva,KHL,68594,0,0,0,4,0,0,-1.0
