,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Little Caesars Bantam Major AAA,HPBHL,142475,3,5,4.0,16,4,8,,,,,,,,,,,,,,,,,
0,20152016,East Coast Selects Q U15,WSI U15,206210,2,6,2.0,7,2,8,,,,,,,,,,,,,,,,,
0,20162017,Compuware 16U AAA,HPHL 16U,97641,5,13,2.0,19,2,18,,,,,,,,,,,,,,,,,
0,20162017,Team Grey,USA-S15,178273,2,2,,3,,4,,,,,,,,,,,,,,,,,
0,20172018,Team Black,USA-S16,177514,1,6,,5,,7,,,,,,,,,,,,,,,,,
0,20172018,Hamilton Bulldogs,M-Cup,186661,0,0,0.0,4,0,0,-2.0,,,,,,,,,,,,,,,,
0,20172018,Hamilton Bulldogs,OHL,186878,17,31,20.0,68,20,48,17.0,,,,,,,,,,,,,,,,
0,20182019,USA U18,Hlinka Gretzky Cup,140070,3,3,0.0,5,0,6,,,,,,,,,,,,,,,,,
0,20182019,Team Royal,USA-S17,177555,4,1,2.0,5,2,5,,,,,,,,,,,,,,,,,
0,20182019,Hamilton Bulldogs,OHL,186878,51,51,22.0,67,22,102,-13.0,,,,,,,,,,,,,,,,
0,20192020,USA U20,WJC-20,17276,2,4,4.0,5,4,6,4.0,,,,,,,,,,,,,,,,
0,20192020,Hamilton Bulldogs,OHL,186878,54,44,28.0,57,28,98,-7.0,,,,,,,,,,,,,,,,
0,20202021,Los Angeles Kings,National Hockey League,1,0,1,0.0,1,0,1,-1.0,14:42,1.0,0.0,0.0,0.0,00:54,13:48,0.0,100.0,0.0,0.0,0.0,0.0,00:00,1.0,18.0
0,20202021,USA U20,WJC-20,17276,5,3,4.0,7,4,8,9.0,,,,,,,,,,,,,,,,
0,20202021,Ontario Reign,AHL,26957,17,14,24.0,40,24,31,4.0,,,,,,,,,,,,,,,,
0,20212022,Los Angeles Kings,National Hockey League,1,13,14,37.0,80,37,27,-3.0,1011:56,194.0,31.0,6.0,9.0,154:44,857:01,0.0,7.2,2.0,0.0,0.0,0.0,00:11,12.0,1355.0
