,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Winnipeg Monarchs U14 AAA,WAAA U14,129707,7,1,24,30,24,8,
0,20142015,Winnipeg Monarchs U17 AAA,WAAA U17,63359,0,0,0,1,0,0,
0,20142015,Winnipeg Monarchs U15 AAA,WAAA U15,129648,14,0,28,29,28,14,
0,20152016,Winnipeg Wild U18 AAA,MU18HL,20810,1,0,0,3,0,1,
0,20152016,Winnipeg Monarchs U17 AAA,WAAA U17,63359,25,11,79,35,79,36,
0,20162017,Winnipeg Wild U18 AAA,MU18HL,20810,21,3,87,34,87,24,
0,20162017,Turkey U17,EYOF,234847,0,0,6,2,6,0,-17.0
0,20172018,Portland Winterhawks,WHL,8511,0,0,6,7,6,0,2.0
0,20172018,Winnipeg Blues,MJHL,84560,10,6,104,34,104,16,
0,20182019,Portland Winterhawks,WHL,8511,13,0,54,44,54,13,22.0
0,20192020,Portland Winterhawks,WHL,8511,10,4,91,63,91,14,30.0
0,20202021,Portland Winterhawks,WHL,8511,16,5,46,24,46,21,8.0
0,20212022,San Jose Barracuda,AHL,187427,20,5,62,53,62,25,-10.0
