,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20172018,Mississauga Reps U16 AAA,GTHL U16,82850,19,9,22,33,22,28,,,,,,,,,,,,,,,,,
0,20172018,Team GTHL Blue,OGC-16,154307,1,1,0,4,0,2,,,,,,,,,,,,,,,,,
0,20182019,Chicago Steel,USHL,9906,14,11,10,58,10,25,5.0,,,,,,,,,,,,,,,,
0,20182019,Canada White U17,WHC-17,163790,0,0,2,5,2,0,,,,,,,,,,,,,,,,,
0,20192020,Chicago Steel,USHL,9906,28,12,18,45,18,40,16.0,,,,,,,,,,,,,,,,
0,20202021,Univ. of Michigan,NCAA,8590,13,3,6,26,6,16,18.0,,,,,,,,,,,,,,,,
0,20202021,Canada,WC,17155,3,0,4,10,4,3,1.0,,,,,,,,,,,,,,,,
0,20212022,Buffalo Sabres,National Hockey League,1,1,2,2,8,2,3,3.0,176:41,10.0,1.0,0.0,0.0,07:43,148:40,0.0,20.0,0.0,0.0,0.0,0.0,20:18,9.0,225.0
0,20212022,Univ. of Michigan,NCAA,8590,29,3,12,33,12,32,27.0,,,,,,,,,,,,,,,,
0,20212022,Canada,OG,16922,1,0,2,5,2,1,2.0,,,,,,,,,,,,,,,,
