,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Kungälvs IK J18,J18 Elit,9874,1,4,2,23,2,-17,5,,,,,,,,,,,,,,,,
0,20132014,Kungälvs IK J18,J18 Elit,9874,19,18,76,32,76,8,37,,,,,,,,,,,,,,,,
0,20132014,Kungälvs IK J20,J20 Elit,26105,0,0,0,1,0,-1,0,,,,,,,,,,,,,,,,
0,20132014,Kungälvs IK J18 2,J18 Div.2,56888,4,4,2,3,2,0,8,,,,,,,,,,,,,,,,
0,20142015,HV71 J20,SuperElit,4623,3,6,16,25,16,2,9,,,,,,,,,,,,,,,,
0,20142015,HV71 J18,J18 Elit,6024,9,6,20,11,20,9,15,,,,,,,,,,,,,,,,
0,20142015,Sweden U17,WHC-17,60601,3,1,2,6,2,0,4,,,,,,,,,,,,,,,,
0,20152016,HV71,SHL,849,0,0,6,22,6,-7,0,,,,,,,,,,,,,,,,
0,20152016,HV71 J20,J20 Nationell,5829,35,24,91,37,91,17,59,,,,,,,,,,,,,,,,
0,20152016,HV71 J18,J18 Allsvenskan,6269,4,0,0,1,0,3,4,,,,,,,,,,,,,,,,
0,20152016,HV71 J18,J18 Region,7118,1,1,0,1,0,2,2,,,,,,,,,,,,,,,,
0,20152016,Sweden U18,WJC-18,8573,4,5,8,7,8,3,9,,,,,,,,,,,,,,,,
0,20152016,Sweden U18,Hlinka Gretzky Cup,158290,0,0,18,5,18,1,0,,,,,,,,,,,,,,,,
0,20162017,HV71,Champions HL,162,1,0,2,7,2,0,1,,,,,,,,,,,,,,,,
0,20162017,HV71,SHL,849,10,9,18,42,18,21,19,,,,,,,,,,,,,,,,
0,20162017,HV71 J20,J20 Nationell,5829,0,2,2,3,2,1,2,,,,,,,,,,,,,,,,
0,20162017,Sweden U20,WJC-20,8596,0,3,6,7,6,2,3,,,,,,,,,,,,,,,,
0,20172018,New York Rangers,National Hockey League,1,1,1,0,7,0,1,2,83:37,5.0,9.0,0.0,0.0,00:18,80:12,40.43,20.0,0.0,0.0,0.0,0.0,03:07,3.0,119.0
0,20172018,Frölunda HC,Champions HL,232,2,2,4,7,4,2,4,,,,,,,,,,,,,,,,
0,20172018,Hartford Wolf Pack,AHL,847,9,5,8,25,8,0,14,,,,,,,,,,,,,,,,
0,20172018,Frölunda HC,SHL,919,7,7,20,22,20,6,14,,,,,,,,,,,,,,,,
0,20172018,Sweden,WC,6815,1,1,4,10,4,3,2,,,,,,,,,,,,,,,,
0,20172018,Sweden U20,WJC-20,8596,1,6,6,7,6,5,7,,,,,,,,,,,,,,,,
0,20172018,Sweden,EHT,89816,1,0,4,6,4,-1,1,,,,,,,,,,,,,,,,
0,20182019,New York Rangers,National Hockey League,1,4,2,29,42,29,-13,6,450:07,41.0,60.0,0.0,0.0,02:19,420:11,44.21,4.88,0.0,0.0,1.0,1.0,27:37,8.0,663.0
0,20182019,Hartford Wolf Pack,AHL,847,14,6,25,36,25,-24,20,,,,,,,,,,,,,,,,
0,20192020,New York Rangers,National Hockey League,1,1,0,4,17,4,-8,1,162:15,13.0,20.0,0.0,0.0,00:55,127:20,46.59,0.0,0.0,0.0,0.0,0.0,34:00,8.0,256.0
0,20192020,Hartford Wolf Pack,AHL,847,1,4,14,13,14,-9,5,,,,,,,,,,,,,,,,
0,20192020,HV71,SHL,849,5,7,6,15,6,-4,12,,,,,,,,,,,,,,,,
0,20202021,Los Angeles Kings,National Hockey League,1,3,3,12,23,12,-4,6,277:31,23.0,8.0,0.0,0.0,05:27,263:15,38.46,13.0,0.0,0.0,0.0,0.0,08:49,9.0,397.0
0,20202021,HV71,SHL,849,6,5,4,19,4,-5,11,,,,,,,,,,,,,,,,
0,20202021,Ontario Reign,AHL,26957,11,6,0,15,0,0,17,,,,,,,,,,,,,,,,
0,20202021,Sweden,EHT,89816,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,
0,20212022,Los Angeles Kings,National Hockey League,1,1,1,12,20,12,-7,2,212:18,29.0,23.0,0.0,1.0,11:58,196:39,44.68,3.4,1.0,0.0,0.0,0.0,03:41,3.0,328.0
0,20212022,Ontario Reign,AHL,26957,0,6,2,4,2,2,6,,,,,,,,,,,,,,,,
