,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Huddinge IK U16,U16 Div.1,35496,2,2,0,8,0,0.0,4,,,,,,,,,,,,,,,,
0,20132014,Huddinge U18,Swe-U18,1,6,1,6,29,6,,7,,,,,,,,,,,,,,,,
0,20132014,Huddinge Jr.,Swe-Jr.,2,2,0,0,2,0,,2,,,,,,,,,,,,,,,,
0,20142015,Vaxjo U18,Swe-U18,1,3,2,6,13,6,,5,,,,,,,,,,,,,,,,
0,20142015,Vaxjo Jr.,Swe-Jr.,2,1,2,8,40,8,,3,,,,,,,,,,,,,,,,
0,20152016,Vaxjo U18,Swe-U18,1,9,3,6,13,6,,12,,,,,,,,,,,,,,,,
0,20152016,Vaxjo Jr.,Swe-Jr.,2,18,7,14,39,14,,25,,,,,,,,,,,,,,,,
0,20152016,Vaxjo,Sweden,3,0,0,0,2,0,,0,,,,,,,,,,,,,,,,
0,20152016,Växjö Lakers HC,SHL,4189,0,0,0,2,0,-1.0,0,,,,,,,,,,,,,,,,
0,20152016,Växjö Lakers HC J20,J20 Nationell,14929,18,7,14,39,14,-7.0,25,,,,,,,,,,,,,,,,
0,20152016,Växjö Lakers HC J18,J18 Region,14938,9,3,6,13,6,7.0,12,,,,,,,,,,,,,,,,
0,20162017,IF Björklöven,HockeyAllsvenskan,1380,0,0,0,3,0,-1.0,0,,,,,,,,,,,,,,,,
0,20162017,Växjö Lakers HC,Champions HL,3502,0,0,2,11,2,3.0,0,,,,,,,,,,,,,,,,
0,20162017,Växjö Lakers HC,SHL,4189,4,0,6,35,6,0.0,4,,,,,,,,,,,,,,,,
0,20162017,Växjö Lakers HC J20,J20 Nationell,14929,8,1,4,11,4,-2.0,9,,,,,,,,,,,,,,,,
0,20172018,Växjö Lakers HC,Champions HL,3502,1,1,0,11,0,-3.0,2,,,,,,,,,,,,,,,,
0,20172018,Växjö Lakers HC,SHL,4189,4,2,6,42,6,9.0,6,,,,,,,,,,,,,,,,
0,20172018,Sweden U20,WJC-20,8596,0,0,0,7,0,3.0,0,,,,,,,,,,,,,,,,
0,20182019,Växjö Lakers HC,Champions HL,3502,0,0,8,6,8,1.0,0,,,,,,,,,,,,,,,,
0,20182019,Växjö Lakers HC,SHL,4189,8,2,8,52,8,8.0,10,,,,,,,,,,,,,,,,
0,20192020,Växjö Lakers HC,SHL,4189,9,5,12,50,12,-14.0,14,,,,,,,,,,,,,,,,
0,20202021,HC Vita Hästen,HockeyAllsvenskan,4450,10,2,10,27,10,-4.0,12,,,,,,,,,,,,,,,,
0,20202021,Lehigh Valley Phantoms,AHL,173347,6,2,2,26,2,-1.0,8,,,,,,,,,,,,,,,,
0,20212022,Philadelphia Flyers,National Hockey League,1,2,0,2,5,2,0.0,2,85:19,3.0,0.0,0.0,0.0,00:00,81:02,0.0,0.0,0.0,0.0,0.0,0.0,04:17,8.0,112.0
0,20212022,Lehigh Valley Phantoms,AHL,173347,8,0,14,58,14,-4.0,8,,,,,,,,,,,,,,,,
