,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Gatineau Intrépide Bantam AAA,QBAAA,132072,6,2,18,26,18,8,,,,,,,,,,,,,,,,,
0,20142015,Gatineau Intrépide Espoir,QMEAA,113906,0,1,0,3,0,1,,,,,,,,,,,,,,,,,
0,20142015,Gatineau Intrépide Bantam AAA,QBAAA,132072,20,29,48,28,48,49,,,,,,,,,,,,,,,,,
0,20152016,Gatineau L'Intrépide,QM18AAA,64504,30,21,54,41,54,51,9.0,,,,,,,,,,,,,,,,
0,20152016,Canada U16,YOG,118187,2,4,7,6,7,6,0.0,,,,,,,,,,,,,,,,
0,20152016,Team Québec White,QGC-16,154195,4,1,2,5,2,5,,,,,,,,,,,,,,,,,
0,20162017,Halifax Mooseheads,QMJHL,9610,14,17,34,62,34,31,-18.0,,,,,,,,,,,,,,,,
0,20162017,Canada Red U17,WHC-17,163770,1,1,0,5,0,2,,,,,,,,,,,,,,,,,
0,20172018,Halifax Mooseheads,QMJHL,9610,27,28,100,68,100,55,9.0,,,,,,,,,,,,,,,,
0,20172018,Canada U18,Hlinka Gretzky Cup,144760,1,2,6,5,6,3,,,,,,,,,,,,,,,,,
0,20182019,Halifax Mooseheads,M-Cup,9351,3,1,4,4,4,4,3.0,,,,,,,,,,,,,,,,
0,20182019,Halifax Mooseheads,QMJHL,9610,49,31,56,65,56,80,37.0,,,,,,,,,,,,,,,,
0,20192020,Halifax Mooseheads,QMJHL,9610,26,15,28,26,28,41,6.0,,,,,,,,,,,,,,,,
0,20192020,Moncton Wildcats,QMJHL,9630,23,14,30,29,30,37,14.0,,,,,,,,,,,,,,,,
0,20202021,San Diego Gulls,AHL,85177,19,10,24,42,24,29,14.0,,,,,,,,,,,,,,,,
0,20212022,Anaheim Ducks,National Hockey League,1,2,1,2,18,2,3,0.0,197:54,17.0,19.0,0.0,0.0,01:32,168:17,45.78,5.9,0.0,0.0,0.0,0.0,28:05,6.0,275.0
0,20212022,San Diego Gulls,AHL,85177,11,11,39,40,39,22,-6.0,,,,,,,,,,,,,,,,
