,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Little Caesars 16U AAA,HPHL 16U,94041,3,5,17,17,17,8,
0,20172018,Muskegon Lumberjacks,USHL,6276,8,6,16,45,16,14,-3.0
0,20172018,Russia U17,WHC-17,61290,3,2,0,5,0,5,
0,20182019,Muskegon Lumberjacks,USHL,6276,35,27,36,58,36,62,24.0
0,20192020,Windsor Spitfires,OHL,9508,36,31,40,62,40,67,14.0
0,20202021,CSKA Moskva,KHL,2314,4,2,2,16,2,6,1.0
0,20202021,Russia U20,WJC-20,17546,3,2,0,7,0,5,0.0
0,20202021,Krasnaya Armiya Moskva,MHL,49712,1,5,0,4,0,6,1.0
0,20202021,Russia,EHT,64546,2,2,0,3,0,4,2.0
0,20202021,Zvezda Moskva,VHL,77127,0,0,0,2,0,0,0.0
0,20212022,Milwaukee Admirals,AHL,1017,21,12,45,74,45,33,8.0
