,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Hermantown High,USHS-MN,70948,18,6,28.0,25,28,24,
0,20132014,B16 - Red (Final 54),MNHP-16,283024,0,0,,3,,0,
0,20142015,Hermantown High,USHS-MN,70948,24,9,21.0,25,21,33,
0,20142015,Team Kowalski's,UMHSEHL,97808,3,0,31.0,20,31,3,
0,20142015,Team Red,USA-S17,177545,3,0,,5,,3,
0,20142015,B17 - Blue (Final 54),MNHP-17,283065,0,1,,3,,1,
0,20152016,Chicago Steel,USHL,9906,1,0,6.0,13,6,1,2.0
0,20152016,Hermantown High,USHS-MN,70948,25,5,34.0,24,34,30,
0,20152016,Team Kowalski's,UMHSEHL,97808,13,9,32.0,21,32,22,
0,20162017,Chicago Steel,USHL,9906,18,1,40.0,53,40,19,12.0
0,20162017,USA U19,WJAC-19,87412,1,0,2.0,5,2,1,
0,20172018,Lincoln Stars,USHL,9366,22,4,68.0,49,68,26,24.0
0,20182019,Minnesota State Univ. (Mankato),NCAA,15760,5,1,29.0,36,29,6,-1.0
0,20192020,Minnesota State Univ. (Mankato),NCAA,15760,3,1,12.0,18,12,4,12.0
0,20202021,Minnesota State Univ. (Mankato),NCAA,15760,5,2,10.0,28,10,7,9.0
0,20212022,Colorado Eagles,AHL,8957,0,0,0.0,3,0,0,0.0
0,20212022,Minnesota State Univ. (Mankato),NCAA,15760,6,6,33.0,41,33,12,21.0
