,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20152016,Pro Hockey Selects U15,WSI U15,206260,1,5,0,7,0,6,,,,,,,,,,,,,,,,,
0,20162017,St. Michael's Buzzers,OJHL,19510,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20162017,Ajax/Pickering Raiders U18 AAA,ETAHL U18,71805,2,1,0,1,0,3,,,,,,,,,,,,,,,,,
0,20162017,Ajax/Pickering Raiders U16 AAA,ETAHL U16,98074,27,35,28,34,28,62,,,,,,,,,,,,,,,,,
0,20162017,Team OMHA White,OGC-16,156337,1,2,0,5,0,3,,,,,,,,,,,,,,,,,
0,20172018,London Knights,OHL,2778,3,3,4,28,4,6,-2.0,,,,,,,,,,,,,,,,
0,20172018,Canada White U17,WHC-17,163790,3,1,0,6,0,4,,,,,,,,,,,,,,,,,
0,20172018,Team Gold,U17-Dev,178249,1,0,12,3,12,1,,,,,,,,,,,,,,,,,
0,20172018,Hamilton Bulldogs,OHL,186878,5,5,10,32,10,10,-5.0,,,,,,,,,,,,,,,,
0,20182019,London Knights,OHL,2778,36,36,19,67,19,72,15.0,,,,,,,,,,,,,,,,
0,20192020,London Knights,OHL,2778,55,47,26,52,26,102,32.0,,,,,,,,,,,,,,,,
0,20192020,Canada U20,WJC-20,17216,2,5,0,7,0,7,2.0,,,,,,,,,,,,,,,,
0,20202021,Washington Capitals,National Hockey League,1,0,0,2,1,2,0,0.0,09:54,1.0,0.0,0.0,0.0,00:00,09:54,100.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,13.0
0,20202021,Hershey Bears,AHL,997,13,14,14,33,14,27,6.0,,,,,,,,,,,,,,,,
0,20202021,Canada U20,WJC-20,17216,4,4,4,7,4,8,8.0,,,,,,,,,,,,,,,,
0,20212022,Washington Capitals,National Hockey League,1,9,9,10,68,10,18,-3.0,711:50,105.0,46.0,0.0,0.0,05:55,705:10,42.9,8.6,0.0,0.0,0.0,0.0,00:45,22.0,922.0
