,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Shattuck St. Mary's Bantam T1,Bantam,91025,71,58,22,60,22,0.0,129,,,,,,,,,,,,,,,,
0,20132014,Shattuck,High-MN,1,41,36,20,51,20,,77,,,,,,,,,,,,,,,,
0,20142015,USNTDP,USHL,1,23,14,10,32,10,4.0,37,82.0,3.0,17.1,1.0,1.0,,,,,,,,,,,
0,20142015,USNTDP,U-17,2,18,16,14,20,14,,34,,,,,,,,,,,,,,,,
0,20142015,USNTDP,U-18,3,7,4,4,8,4,,11,,,,,,,,,,,,,,,,
0,20152016,USAHNTDP,USHL,1,24,13,14,23,14,16.0,37,,,,,,,,,,,,,,,,
0,20152016,USAHNTDP,U-18,2,46,24,40,39,40,,70,,,,,,,,,,,,,,,,
0,20152016,U.S.A.,WJ18-A,3,10,4,2,7,2,11.0,14,28.0,0.0,14.3,1.0,0.0,,,,,,,,,,,
0,20152016,USA U18,WJC-18,17253,10,4,2,7,2,11.0,14,,,,,,,,,,,,,,,,
0,20152016,U.S. National U18 Team,USDP,19564,70,37,40,62,40,,107,,,,,,,,,,,,,,,,
0,20152016,USNTDP Juniors,USHL,52486,24,13,14,23,14,16.0,37,,,,,,,,,,,,,,,,
0,20162017,Arizona Coyotes,National Hockey League,1,2,0,0,3,0,-3.0,2,0.0,0.0,0.0,0.0,0.0,38:00,0.0,1.0,05:09,32:51,0.0,0.0,0.0,00:00,0.0,51.0
0,20162017,Boston Univ.,NCAA,6890,24,21,26,31,26,15.0,45,,,,,,,,,,,,,,,,
0,20162017,USA,WC,17215,2,5,2,8,2,6.0,7,,,,,,,,,,,,,,,,
0,20162017,USA U20,WJC-20,17276,8,3,2,7,2,3.0,11,,,,,,,,,,,,,,,,
0,20172018,Arizona Coyotes,National Hockey League,1,42,23,24,82,24,-7.0,65,212.0,6.0,10.85,3.0,0.0,1483:06,7.0,20.0,247:07,1224:59,47.44,2.0,1.0,11:00,28.0,1892.0
0,20182019,Arizona Coyotes,National Hockey League,1,33,14,24,82,24,-21.0,47,200.0,1.0,7.0,5.0,0.0,1495:17,16.0,19.0,288:55,1194:41,33.33,0.0,0.0,11:41,21.0,1905.0
0,20182019,USA,WC,17215,2,2,0,8,0,-3.0,4,,,,,,,,,,,,,,,,
0,20192020,Arizona Coyotes,National Hockey League,1,27,17,28,70,28,-6.0,44,184.0,2.0,9.2,2.0,0.0,1140:40,20.0,15.0,188:48,950:29,38.1,0.0,0.0,01:23,13.0,1449.0
0,20202021,Arizona Coyotes,National Hockey League,1,21,14,18,56,18,-5.0,35,124.0,4.0,11.3,3.0,0.0,932:52,20.0,10.0,153:36,778:12,46.34,0.0,0.0,01:04,14.0,1202.0
0,20212022,Arizona Coyotes,National Hockey League,1,35,28,28,67,28,3.0,63,177.0,5.0,15.8,2.0,1.0,1349:17,17.0,11.0,192:53,1079:08,42.65,2.0,2.0,77:16,31.0,1693.0
