,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Sweden Selects U14,WSI U14,206468,1,2,0,7,0,3,
0,20152016,Luleå HF J18,J18 Region,7138,4,0,2,2,2,4,4.0
0,20152016,Luleå HF J18,J18 Nationell,7898,0,0,0,4,0,0,-3.0
0,20152016,Norrbotten,TV-Pucken,11036,1,4,4,6,4,5,
0,20152016,Luleå HF U16,U16 SM,44087,1,2,2,3,2,3,
0,20162017,Luleå HF J20,J20 Nationell,5849,0,0,0,1,0,0,0.0
0,20162017,Luleå HF J18,J18 Region,7138,20,8,6,14,6,28,21.0
0,20162017,Luleå HF J18,J18 Nationell,7898,10,7,22,18,22,17,-5.0
0,20162017,Norrbotten,TV-Pucken,11036,5,8,4,6,4,13,
0,20162017,Luleå HF U16,U16 SM,44087,3,5,6,3,6,8,
0,20172018,Luleå HF J20,J20 Nationell,5849,14,8,50,41,50,22,-1.0
0,20172018,Luleå HF J18,J18 Region,7138,0,0,12,1,12,0,0.0
0,20172018,Luleå HF J18,J18 Nationell,7898,2,4,4,4,4,6,5.0
0,20172018,Sweden U17,WHC-17,61300,0,0,6,5,6,0,
0,20182019,Luleå HF,SHL,869,3,2,2,15,2,5,4.0
0,20182019,Luleå HF J20,J20 Nationell,5849,19,27,78,31,78,46,21.0
0,20192020,Luleå HF,Champions HL,182,2,4,4,11,4,6,5.0
0,20192020,Luleå HF,SHL,869,9,4,16,45,16,13,12.0
0,20192020,Luleå HF J20,J20 Nationell,5849,2,4,2,4,2,6,5.0
0,20202021,Brynäs IF,SHL,819,5,7,8,29,8,12,-7.0
0,20202021,Luleå HF,SHL,869,1,2,8,10,8,3,-3.0
0,20202021,Sweden U20,WJC-20,8596,1,4,12,5,12,5,3.0
0,20212022,Brynäs IF,SHL,819,10,13,36,52,36,23,-7.0
0,20212022,Chicago Wolves,AHL,957,2,3,2,11,2,5,3.0
