,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,North Jersey Avalanche Bntm Mjr,AYBHL,98205,10,5,26,26,26,0.0,15,,,,,,,,,,,,,,,,
0,20092010,North Jersey Avalanche 16U,AYHL 16U,202731,11,2,6,32,6,0.0,13,,,,,,,,,,,,,,,,
0,20102011,North Jersey Avalanche 16U,AYHL 16U,202731,18,9,8,20,8,0.0,27,,,,,,,,,,,,,,,,
0,20112012,Jersey,EJHL,1,5,1,18,17,18,,6,0.0,1.0,0.0,,,,,,,,,,,,,
0,20112012,USNTDP,U-18,2,0,0,2,6,2,,0,,,,,,,,,,,,,,,,
0,20122013,New Hampshire,H-East,1,5,1,10,38,10,,6,0.0,0.0,0.0,,,,,,,,,,,,,
0,20132014,New Hampshire,H-East,1,14,7,6,41,6,,21,5.0,1.0,0.0,,,,,,,,,,,,,
0,20142015,New Hampshire,H-East,1,13,3,32,31,32,,16,1.0,1.0,0.0,,,,,,,,,,,,,
0,20142015,Charlotte,AHL,2,1,0,6,4,6,2.0,1,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,
0,20152016,Carolina Hurricanes,National Hockey League,1,12,4,16,69,16,-7.0,16,1.0,1.0,0.0,85.0,4.71,1295:00,30.0,5.0,66:05,1151:19,0.0,0.0,0.0,77:36,83.0,1695.0
0,20152016,Charlotte,AHL,2,2,1,0,3,0,-3.0,3,0.0,0.0,0.0,8.0,12.5,,,,,,,,,,,
0,20152016,Charlotte Checkers,AHL,2357,2,1,0,3,0,-3.0,3,,,,,,,,,,,,,,,,
0,20162017,Carolina Hurricanes,National Hockey League,1,18,2,20,82,20,23.0,20,0.0,0.0,0.0,109.0,1.83,1738:45,57.0,2.0,50:44,1510:34,0.0,0.0,0.0,177:27,148.0,2062.0
0,20172018,Carolina Hurricanes,National Hockey League,1,16,3,18,65,18,-6.0,19,0.0,1.0,0.0,88.0,3.41,1358:46,57.0,0.0,18:30,1187:21,0.0,0.0,0.0,152:55,101.0,1642.0
0,20182019,Carolina Hurricanes,National Hockey League,1,22,7,24,73,24,35.0,29,0.0,2.0,0.0,98.0,7.14,1495:51,53.0,0.0,10:32,1303:01,100.0,0.0,2.0,182:18,131.0,1826.0
0,20192020,Carolina Hurricanes,National Hockey League,1,14,4,27,61,27,7.0,18,0.0,0.0,0.0,104.0,3.8,1334:48,22.0,0.0,17:51,1118:07,0.0,0.0,2.0,198:50,91.0,1614.0
0,20202021,Carolina Hurricanes,National Hockey League,1,21,4,20,55,20,14.0,25,1.0,0.0,0.0,89.0,4.5,1253:34,17.0,5.0,46:51,1034:30,0.0,0.0,0.0,172:13,82.0,1408.0
0,20212022,Carolina Hurricanes,National Hockey League,1,21,7,39,70,39,5.0,28,1.0,3.0,0.0,148.0,4.7,1519:03,39.0,3.0,31:26,1291:27,0.0,1.0,0.0,196:10,99.0,1771.0
