,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Triolet Harfangs M15 AAA,QM15AAA,169267,1,0,6,12,6,1,
0,20152016,Triolet Harfangs M15 AAA R,QM15AA,169315,11,4,10,27,10,15,
0,20162017,Triolet Harfangs M17 Espoir,QM17E,154311,2,0,4,9,4,2,
0,20162017,Triolet Harfangs M15 AAA,QM15AAA,169267,27,5,10,25,10,32,
0,20172018,Magog Cantonniers,QM18AAA,63594,25,9,12,40,12,34,31.0
0,20182019,Saint John Sea Dogs,QMJHL,21410,18,1,26,55,26,19,-52.0
0,20182019,Canada Red U17,WHC-17,163770,4,0,2,6,2,4,
0,20192020,Saint John Sea Dogs,QMJHL,21410,49,9,50,64,50,58,-5.0
0,20202021,Toronto Marlies,AHL,13377,0,0,0,2,0,0,0.0
0,20202021,Saint John Sea Dogs,QMJHL,21410,17,3,22,33,22,20,7.0
0,20212022,Saint John Sea Dogs,M-Cup,21151,3,0,4,4,4,3,7.0
0,20212022,Saint John Sea Dogs,QMJHL,21410,48,8,28,64,28,56,60.0
