,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Toronto Jr. Canadiens U18 AAA,GTHL U18,64892,11,20,4,31,4,31,,,,,,,,,,,,,,,,,
0,20142015,Toronto Jr. Canadiens U18 AAA,GTHL U18,64892,13,14,8,19,8,27,,,,,,,,,,,,,,,,,
0,20142015,Brampton Admirals,OJHL,77470,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20152016,Acadie-Bathurst Titan,QMJHL,9570,20,22,18,64,18,42,-6.0,,,,,,,,,,,,,,,,
0,20162017,Acadie-Bathurst Titan,QMJHL,9570,40,22,20,68,20,62,6.0,,,,,,,,,,,,,,,,
0,20172018,Moncton Wildcats,QMJHL,9630,24,8,12,38,12,32,-14.0,,,,,,,,,,,,,,,,
0,20172018,Dizel Penza,VHL,18377,1,1,6,10,6,2,0.0,,,,,,,,,,,,,,,,
0,20172018,HK Sochi,KHL,172104,0,0,2,15,2,0,-2.0,,,,,,,,,,,,,,,,
0,20182019,Manchester Monarchs,ECHL,1055,27,13,26,49,26,40,15.0,,,,,,,,,,,,,,,,
0,20182019,HC Dynamo Pardubice,Czechia,3566,3,1,8,16,8,4,-4.0,,,,,,,,,,,,,,,,
0,20182019,LHK Jestrabi Prostejov,Czechia2,15410,1,0,0,1,0,1,2.0,,,,,,,,,,,,,,,,
0,20192020,SKA-Neva St. Petersburg,VHL,46357,13,9,22,43,22,22,20.0,,,,,,,,,,,,,,,,
0,20202021,HK Sochi,KHL,172104,19,10,16,58,16,29,-20.0,,,,,,,,,,,,,,,,
0,20202021,Henderson Silver Knights,AHL,307807,0,0,2,6,2,0,1.0,,,,,,,,,,,,,,,,
0,20212022,Vegas Golden Knights,National Hockey League,1,1,0,2,11,2,1,0.0,107:37,15.0,5.0,0.0,0.0,00:00,104:49,0.0,0.0,0.0,0.0,0.0,0.0,02:48,6.0,153.0
0,20212022,Henderson Silver Knights,AHL,307807,29,11,30,53,30,40,11.0,,,,,,,,,,,,,,,,
