,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Linköping HC U16,U16 Elit,43736,0,0,2,4,2,0,
0,20132014,Linköping HC U15,U16 Div.1,146746,3,3,8,12,8,6,
0,20142015,Linköping HC U16,U16 Elit,43736,11,7,20,24,20,18,
0,20152016,Linköping HC J18,J18 Region,9358,2,1,6,9,6,3,5.0
0,20152016,Linköping HC J18,J18 Nationell,10118,6,1,12,18,12,7,7.0
0,20152016,Östergötland,TV-Pucken,11056,9,2,2,11,2,11,
0,20152016,Linköping HC U16,U16 SM,44037,4,1,0,3,0,5,
0,20152016,Linköping HC U16,U16 Region,44382,14,4,12,13,12,18,
0,20162017,Linköping HC,SHL,859,2,0,6,12,6,2,-1.0
0,20162017,Linköping HC J20,J20 Nationell,5939,10,0,14,29,14,10,1.0
0,20162017,Sweden U18,WJC-18,8573,1,0,8,7,8,1,-2.0
0,20162017,Linköping HC J18,J18 Region,9358,1,1,10,9,10,2,2.0
0,20162017,Linköping HC J18,J18 Nationell,10118,0,0,0,1,0,0,1.0
0,20162017,Sweden U17,WHC-17,61300,0,0,10,6,10,0,
0,20172018,Linköping HC,SHL,859,1,1,10,28,10,2,-7.0
0,20172018,Linköping HC J20,J20 Nationell,5939,5,1,22,17,22,6,7.0
0,20172018,Sweden U18,WJC-18,8573,3,1,18,7,18,4,7.0
0,20172018,Sweden U18,Hlinka Gretzky Cup,158290,3,1,8,5,8,4,
0,20182019,Linköping HC,SHL,859,4,1,49,48,49,5,-7.0
0,20182019,Sweden U20,WJC-20,8596,0,0,2,4,2,0,0.0
0,20192020,Linköping HC,SHL,859,1,2,35,27,35,3,6.0
0,20192020,HC Vita Hästen,HockeyAllsvenskan,4450,4,0,44,17,44,4,-1.0
0,20192020,Linköping HC J20,J20 Nationell,5939,1,3,6,6,6,4,8.0
0,20192020,Sweden U20,WJC-20,8596,3,0,16,7,16,3,4.0
0,20202021,Färjestad BK,SHL,839,9,3,53,50,53,12,-6.0
0,20212022,Färjestad BK,SHL,839,4,1,42,51,42,5,0.0
